,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to come,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to come.

Question: Who came, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery threatened Casey to come.\n\nQuestion: Who came, Avery or Casey?\nAnswer: ', '(Case')"
1,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to go,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to go.

Question: Who went, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery threatened Casey to go.\n\nQuestion: Who went, Avery or Casey?\nAnswer: ', '(Case')"
2,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to read,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to read.

Question: Who read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery threatened Casey to read.\n\nQuestion: Who read, Avery or Casey?\nAnswer: ', '(Case')"
3,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to run,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to run.

Question: Who ran, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery threatened Casey to run.\n\nQuestion: Who ran, Avery or Casey?\nAnswer: ', '(Case')"
4,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to call,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to call.

Question: Who called, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery threatened Casey to call.\n\nQuestion: Who called, Avery or Casey?\nAnswer: ', '(Case')"
10,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to come,Avery,other,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to come.

Question: Who came, Avery or Joseph?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery threatened Joseph to come.\n\nQuestion: Who came, Avery or Joseph?\nAnswer: ', '____')"
11,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to go.

Question: Who went, Avery or Joseph?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery threatened Joseph to go.\n\nQuestion: Who went, Avery or Joseph?\nAnswer: ', '(A')"
12,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to read,Avery,other,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to read.

Question: Who read, Avery or Joseph?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery threatened Joseph to read.\n\nQuestion: Who read, Avery or Joseph?\nAnswer: ', '____')"
13,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to run.

Question: Who ran, Avery or Joseph?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery threatened Joseph to run.\n\nQuestion: Who ran, Avery or Joseph?\nAnswer: ', '(A')"
14,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to call,Avery,other,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to call.

Question: Who called, Avery or Joseph?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".\nContext: Avery threatened Joseph to call.\n\nQuestion: Who called, Avery or Joseph?\nAnswer: ', '____')"
