,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,gpt_neo_2.7b,subject-control,Avery,Casey,True,threatened,to come,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to come.

Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to come.\n\nQuestion: Who came?\nAnswer: ', {'Avery': array(-6.12, dtype=float16), 'Casey': array(-4.902, dtype=float16)})"
1,gpt_neo_2.7b,subject-control,Avery,Casey,False,threatened,to come,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to come.

Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to come.\n\nQuestion: Who came?\nAnswer: ', {'Avery': array(-6.12, dtype=float16), 'Casey': array(-4.902, dtype=float16)})"
2,gpt_neo_2.7b,subject-control,Avery,Casey,True,threatened,to go,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to go.

Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to go.\n\nQuestion: Who went?\nAnswer: ', {'Avery': array(-6.59, dtype=float16), 'Casey': array(-5.082, dtype=float16)})"
3,gpt_neo_2.7b,subject-control,Avery,Casey,False,threatened,to go,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to go.

Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to go.\n\nQuestion: Who went?\nAnswer: ', {'Avery': array(-6.59, dtype=float16), 'Casey': array(-5.082, dtype=float16)})"
4,gpt_neo_2.7b,subject-control,Avery,Casey,True,threatened,to read,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to read.

Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to read.\n\nQuestion: Who read?\nAnswer: ', {'Avery': array(-6.61, dtype=float16), 'Casey': array(-5.664, dtype=float16)})"
5,gpt_neo_2.7b,subject-control,Avery,Casey,False,threatened,to read,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to read.

Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to read.\n\nQuestion: Who read?\nAnswer: ', {'Avery': array(-6.61, dtype=float16), 'Casey': array(-5.664, dtype=float16)})"
6,gpt_neo_2.7b,subject-control,Avery,Casey,True,threatened,to run,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to run.

Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to run.\n\nQuestion: Who ran?\nAnswer: ', {'Avery': array(-6.707, dtype=float16), 'Casey': array(-5.145, dtype=float16)})"
7,gpt_neo_2.7b,subject-control,Avery,Casey,False,threatened,to run,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to run.

Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to run.\n\nQuestion: Who ran?\nAnswer: ', {'Avery': array(-6.707, dtype=float16), 'Casey': array(-5.145, dtype=float16)})"
8,gpt_neo_2.7b,subject-control,Avery,Casey,True,threatened,to call,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to call.

Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to call.\n\nQuestion: Who called?\nAnswer: ', {'Avery': array(-6.316, dtype=float16), 'Casey': array(-5.266, dtype=float16)})"
9,gpt_neo_2.7b,subject-control,Avery,Casey,False,threatened,to call,Avery,Casey,"You will be given a context and a question.
Context: Avery threatened Casey to call.

Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to call.\n\nQuestion: Who called?\nAnswer: ', {'Avery': array(-6.316, dtype=float16), 'Casey': array(-5.266, dtype=float16)})"
10,gpt_neo_2.7b,subject-control,Avery,Joseph,True,threatened,to come,Avery,Joseph,"You will be given a context and a question.
Context: Avery threatened Joseph to come.

Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to come.\n\nQuestion: Who came?\nAnswer: ', {'Avery': array(-6.07, dtype=float16), 'Joseph': array(-5.453, dtype=float16)})"
11,gpt_neo_2.7b,subject-control,Avery,Joseph,False,threatened,to come,Avery,Joseph,"You will be given a context and a question.
Context: Avery threatened Joseph to come.

Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to come.\n\nQuestion: Who came?\nAnswer: ', {'Avery': array(-6.07, dtype=float16), 'Joseph': array(-5.453, dtype=float16)})"
12,gpt_neo_2.7b,subject-control,Avery,Joseph,True,threatened,to go,Avery,Joseph,"You will be given a context and a question.
Context: Avery threatened Joseph to go.

Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to go.\n\nQuestion: Who went?\nAnswer: ', {'Avery': array(-6.457, dtype=float16), 'Joseph': array(-5.734, dtype=float16)})"
13,gpt_neo_2.7b,subject-control,Avery,Joseph,False,threatened,to go,Avery,Joseph,"You will be given a context and a question.
Context: Avery threatened Joseph to go.

Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to go.\n\nQuestion: Who went?\nAnswer: ', {'Avery': array(-6.457, dtype=float16), 'Joseph': array(-5.734, dtype=float16)})"
14,gpt_neo_2.7b,subject-control,Avery,Joseph,True,threatened,to read,Avery,Joseph,"You will be given a context and a question.
Context: Avery threatened Joseph to read.

Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to read.\n\nQuestion: Who read?\nAnswer: ', {'Avery': array(-6.77, dtype=float16), 'Joseph': array(-6.445, dtype=float16)})"
