,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,jurassic-large,subject-control,Avery,Casey,False,promised,to come,Avery,Casey,"You will be given a context and a question.
Context: Avery promised Casey to come.

Question: Who promised someone to come?
Answer: Avery
Question: Who was promised something??
Answer: Casey
Question:  Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer: Avery\nQuestion: Who was promised something??\nAnswer: Casey\nQuestion:  Who came?\nAnswer: ', ' Casey\n')"
1,jurassic-large,subject-control,Avery,Casey,False,promised,to go,Avery,Casey,"You will be given a context and a question.
Context: Avery promised Casey to go.

Question: Who promised someone to go?
Answer: Avery
Question: Who was promised something??
Answer: Casey
Question:  Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer: Avery\nQuestion: Who was promised something??\nAnswer: Casey\nQuestion:  Who went?\nAnswer: ', ' Casey\n')"
2,jurassic-large,subject-control,Avery,Casey,False,promised,to read,Avery,Casey,"You will be given a context and a question.
Context: Avery promised Casey to read.

Question: Who promised someone to read?
Answer: Avery
Question: Who was promised something??
Answer: Casey
Question:  Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer: Avery\nQuestion: Who was promised something??\nAnswer: Casey\nQuestion:  Who read?\nAnswer: ', ' Casey\n')"
3,jurassic-large,subject-control,Avery,Casey,False,promised,to run,Avery,Casey,"You will be given a context and a question.
Context: Avery promised Casey to run.

Question: Who was promised something??
Answer: Casey
Question: Who promised someone to run?
Answer: Avery
Question:  Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to run.\n\nQuestion: Who was promised something??\nAnswer: Casey\nQuestion: Who promised someone to run?\nAnswer: Avery\nQuestion:  Who ran?\nAnswer: ', ' Casey\n')"
4,jurassic-large,subject-control,Avery,Casey,False,promised,to call,Avery,Casey,"You will be given a context and a question.
Context: Avery promised Casey to call.

Question: Who was promised something??
Answer: Casey
Question: Who promised someone to call?
Answer: Avery
Question:  Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to call.\n\nQuestion: Who was promised something??\nAnswer: Casey\nQuestion: Who promised someone to call?\nAnswer: Avery\nQuestion:  Who called?\nAnswer: ', ' Casey\n')"
5,jurassic-large,subject-control,Avery,Joseph,False,promised,to come,Avery,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to come.

Question: Who was promised something??
Answer: Joseph
Question: Who promised someone to come?
Answer: Avery
Question:  Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to come.\n\nQuestion: Who was promised something??\nAnswer: Joseph\nQuestion: Who promised someone to come?\nAnswer: Avery\nQuestion:  Who came?\nAnswer: ', ' Joseph\n')"
6,jurassic-large,subject-control,Avery,Joseph,False,promised,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Joseph to go.

Question: Who promised someone to go?
Answer: Avery
Question: Who was promised something??
Answer: Joseph
Question:  Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to go.\n\nQuestion: Who promised someone to go?\nAnswer: Avery\nQuestion: Who was promised something??\nAnswer: Joseph\nQuestion:  Who went?\nAnswer: ', ' Avery\n')"
7,jurassic-large,subject-control,Avery,Joseph,False,promised,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Joseph to read.

Question: Who promised someone to read?
Answer: Avery
Question: Who was promised something??
Answer: Joseph
Question:  Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to read.\n\nQuestion: Who promised someone to read?\nAnswer: Avery\nQuestion: Who was promised something??\nAnswer: Joseph\nQuestion:  Who read?\nAnswer: ', ' Avery\n')"
8,jurassic-large,subject-control,Avery,Joseph,False,promised,to run,Avery,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to run.

Question: Who was promised something??
Answer: Joseph
Question: Who promised someone to run?
Answer: Avery
Question:  Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to run.\n\nQuestion: Who was promised something??\nAnswer: Joseph\nQuestion: Who promised someone to run?\nAnswer: Avery\nQuestion:  Who ran?\nAnswer: ', ' Joseph\n')"
9,jurassic-large,subject-control,Avery,Joseph,False,promised,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Joseph to call.

Question: Who promised someone to call?
Answer: Avery
Question: Who was promised something??
Answer: Joseph
Question:  Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to call.\n\nQuestion: Who promised someone to call?\nAnswer: Avery\nQuestion: Who was promised something??\nAnswer: Joseph\nQuestion:  Who called?\nAnswer: ', ' Avery\n')"
