,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,gpt_neo_1.3b,object-control-passive,Avery,Casey,True,told,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to come.

Question: Who told someone to come, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to come.\n\nQuestion: Who told someone to come, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to come.\n\nQuestion: Who told someone to come, Avery or Casey?\nAnswer:  Avery\n\nA:\n\nThe answer is:\n\nAvery\n\nThe context is:\n\nAvery was told by Casey to come.\n\nThe question is:\n\nWho told someone to come, Avery')"
1,gpt_neo_1.3b,object-control-passive,Avery,Casey,False,told,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to come.

Question: Who told someone to come, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to come.\n\nQuestion: Who told someone to come, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to come.\n\nQuestion: Who told someone to come, Avery or Casey?\nAnswer:  Avery\n\nA:\n\nThe answer is:\n\nAvery\n\nThe context is:\n\nAvery was told by Casey to come.\n\nThe question is:\n\nWho told someone to come, Avery')"
2,gpt_neo_1.3b,object-control-passive,Avery,Casey,True,told,to go,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery was told by Casey to go.

Question: Who told someone to go, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery was told by Casey to go.\n\nQuestion: Who told someone to go, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery was told by Casey to go.\n\nQuestion: Who told someone to go, Casey or Avery?\nAnswer: \nCasey: Avery\nAvery: Casey\n\nA:\n\nThe answer is:\n\nCasey: Avery\nAvery: Casey\n\nCasey is the one who told Avery to go.\n\nA')"
3,gpt_neo_1.3b,object-control-passive,Avery,Casey,False,told,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to go.

Question: Who told someone to go, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to go.\n\nQuestion: Who told someone to go, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to go.\n\nQuestion: Who told someone to go, Avery or Casey?\nAnswer:  Avery\n\nA:\n\nThe answer is:\n\nAvery\n\nThe context is:\n\nAvery was told by Casey to go.\n\nThe question is:\n\nWho told someone to go, Avery')"
4,gpt_neo_1.3b,object-control-passive,Avery,Casey,True,told,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to read.

Question: Who told someone to read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to read.\n\nQuestion: Who told someone to read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to read.\n\nQuestion: Who told someone to read, Avery or Casey?\nAnswer: \nAvery: \nCasey: \n\nA:\n\nThe answer is:\n\nAvery: \nCasey: \n\nThe context is:\n\nAvery was told by Casey to read')"
5,gpt_neo_1.3b,object-control-passive,Avery,Casey,False,told,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to read.

Question: Who told someone to read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to read.\n\nQuestion: Who told someone to read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to read.\n\nQuestion: Who told someone to read, Avery or Casey?\nAnswer: \nAvery: \nCasey: \n\nA:\n\nThe answer is:\n\nAvery: \nCasey: \n\nThe context is:\n\nAvery was told by Casey to read')"
6,gpt_neo_1.3b,object-control-passive,Avery,Casey,True,told,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to run.

Question: Who told someone to run, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to run.\n\nQuestion: Who told someone to run, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to run.\n\nQuestion: Who told someone to run, Avery or Casey?\nAnswer:  Avery\n\nA:\n\nThe answer is:\n\nAvery\n\nThe context is:\n\nAvery was told by Casey to run.\n\nThe question is:\n\nWho told someone to run, Avery')"
7,gpt_neo_1.3b,object-control-passive,Avery,Casey,False,told,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to run.

Question: Who told someone to run, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to run.\n\nQuestion: Who told someone to run, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to run.\n\nQuestion: Who told someone to run, Avery or Casey?\nAnswer:  Avery\n\nA:\n\nThe answer is:\n\nAvery\n\nThe context is:\n\nAvery was told by Casey to run.\n\nThe question is:\n\nWho told someone to run, Avery')"
8,gpt_neo_1.3b,object-control-passive,Avery,Casey,True,told,to call,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery was told by Casey to call.

Question: Who told someone to call, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery was told by Casey to call.\n\nQuestion: Who told someone to call, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery was told by Casey to call.\n\nQuestion: Who told someone to call, Casey or Avery?\nAnswer: \nCasey: Avery\nAvery: Casey\n\nA:\n\nThe answer is:\n\nCasey: Avery\nAvery: Casey\n\nThe context is:\n\nAvery was told by Casey to call')"
9,gpt_neo_1.3b,object-control-passive,Avery,Casey,False,told,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery was told by Casey to call.

Question: Who told someone to call, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to call.\n\nQuestion: Who told someone to call, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery was told by Casey to call.\n\nQuestion: Who told someone to call, Avery or Casey?\nAnswer: \nAvery: \nCasey: \n\nA:\n\nThe answer is:\n\nAvery: \nCasey: \n\nThe context is:\n\nAvery was told by Casey to call')"
