,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,gpt_j,subject-control,Avery,Casey,True,promised,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to come.

Question: Who promised someone to come, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nReasoning:\n\n The context is ""Avery promised Casey to come"". The question is ""Who promised someone to come, Avery or Casey?"". The answer is ""Avery')",0.0
1,gpt_j,subject-control,Avery,Casey,False,promised,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to come.

Question: Who promised someone to come, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nReasoning:\n\n The context is ""Avery promised Casey to come"". The question is ""Who promised someone to come, Avery or Casey?"". The answer is ""Avery')",1.0
2,gpt_j,subject-control,Avery,Casey,True,promised,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to go.

Question: Who promised someone to go, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Casey or Avery?\nAnswer: \n\nCasey\n\nA:\n\nThe answer is\n\n Avery\n\nbecause\n\n Casey is the only one who can go, and Avery is the only one who promised to go.\n\n')",2.0
3,gpt_j,subject-control,Avery,Casey,False,promised,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to go.

Question: Who promised someone to go, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nReasoning:\n\n The context is ""Avery promised Casey to go.""\n The question is ""Who promised someone to go, Avery or Casey?""\n The answer is ""')",3.0
4,gpt_j,subject-control,Avery,Casey,True,promised,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to read.

Question: Who promised someone to read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: \n\nA:\n\nI think the answer is\n\n Avery\n\nbecause\n\n Avery is the only one who can read.\n\n')",4.0
5,gpt_j,subject-control,Avery,Casey,False,promised,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to read.

Question: Who promised someone to read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: \n\nA:\n\nI think the answer is\n\n Avery\n\nbecause\n\n Avery is the only one who can read.\n\n')",5.0
6,gpt_j,subject-control,Avery,Casey,True,promised,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to run.

Question: Who promised someone to run, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nReasoning:\n\n The context is ""Avery promised Casey to run"". The question is ""Who promised someone to run, Avery or Casey?"". The answer is ""Avery')",6.0
7,gpt_j,subject-control,Avery,Casey,False,promised,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to run.

Question: Who promised someone to run, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nReasoning:\n\n The context is ""Avery promised Casey to run"". The question is ""Who promised someone to run, Avery or Casey?"". The answer is ""Avery')",7.0
8,gpt_j,subject-control,Avery,Casey,True,promised,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to call.

Question: Who promised someone to call, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Casey or Avery?\nAnswer: \n\nCasey\n\nA:\n\nThe answer is\n\n Casey\n\nbecause\n\n Casey is the only one who is not a name.\n\n')",8.0
9,gpt_j,subject-control,Avery,Casey,False,promised,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to call.

Question: Who promised someone to call, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nReasoning:\n\n The context is ""Avery promised Casey to call"". The question is ""Who promised someone to call, Avery or Casey?"". The answer is ""Avery')",9.0
