,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,gpt_j,subject-control,Avery,Casey,True,promised,to come,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to come.

Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who promised someone to come, Avery or Casey?
Answer: Avery
Question: Who came, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: Avery\nQuestion: Who came, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: Avery\nQuestion: Who came, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nContext:\n\n Avery promised')",0.0
1,gpt_j,subject-control,Avery,Casey,False,promised,to come,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to come.

Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who promised someone to come, Avery or Casey?
Answer: Avery
Question: Who came, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: Avery\nQuestion: Who came, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to come.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to come, Avery or Casey?\nAnswer: Avery\nQuestion: Who came, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nContext:\n\n Avery promised')",1.0
2,gpt_j,subject-control,Avery,Casey,True,promised,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to go.

Question: Who promised someone to go, Avery or Casey?
Answer: Avery
Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who went, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: Avery\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who went, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: Avery\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who went, Avery or Casey?\nAnswer: \n\nA:\n\nI think the answer is\n\n Avery\n\nContext: Avery promised')",2.0
3,gpt_j,subject-control,Avery,Casey,False,promised,to go,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to go.

Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who promised someone to go, Avery or Casey?
Answer: Avery
Question: Who went, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: Avery\nQuestion: Who went, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to go.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to go, Avery or Casey?\nAnswer: Avery\nQuestion: Who went, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nContext:\n\n Avery promised')",3.0
4,gpt_j,subject-control,Avery,Casey,True,promised,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to read.

Question: Who promised someone to read, Casey or Avery?
Answer: Avery
Question: Who was promised something, Casey or Avery?
Answer: Casey
Question: Who read, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Casey or Avery?\nAnswer: Avery\nQuestion: Who was promised something, Casey or Avery?\nAnswer: Casey\nQuestion: Who read, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read, Casey or Avery?\nAnswer: Avery\nQuestion: Who was promised something, Casey or Avery?\nAnswer: Casey\nQuestion: Who read, Casey or Avery?\nAnswer: \n\nA:\n\nI think the answer is\n\n Avery\n\nContext: Avery promised')",4.0
5,gpt_j,subject-control,Avery,Casey,False,promised,to read,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to read.

Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who promised someone to read, Avery or Casey?
Answer: Avery
Question: Who read, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: Avery\nQuestion: Who read, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to read.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to read, Avery or Casey?\nAnswer: Avery\nQuestion: Who read, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is\n\n Casey\n\nbecause\n\n The context is ""')",5.0
6,gpt_j,subject-control,Avery,Casey,True,promised,to run,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to run.

Question: Who was promised something, Casey or Avery?
Answer: Casey
Question: Who promised someone to run, Casey or Avery?
Answer: Avery
Question: Who ran, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to run.\n\nQuestion: Who was promised something, Casey or Avery?\nAnswer: Casey\nQuestion: Who promised someone to run, Casey or Avery?\nAnswer: Avery\nQuestion: Who ran, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to run.\n\nQuestion: Who was promised something, Casey or Avery?\nAnswer: Casey\nQuestion: Who promised someone to run, Casey or Avery?\nAnswer: Avery\nQuestion: Who ran, Casey or Avery?\nAnswer: \n\nA:\n\nThe answer is\n\n Casey\n\nContext: Avery promised Casey to')",6.0
7,gpt_j,subject-control,Avery,Casey,False,promised,to run,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to run.

Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who promised someone to run, Avery or Casey?
Answer: Avery
Question: Who ran, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: Avery\nQuestion: Who ran, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to run.\n\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who promised someone to run, Avery or Casey?\nAnswer: Avery\nQuestion: Who ran, Avery or Casey?\nAnswer: \n\nA:\n\nThe answer is\n\n Avery\n\nContext: Avery promised Casey to')",7.0
8,gpt_j,subject-control,Avery,Casey,True,promised,to call,Avery,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Avery promised Casey to call.

Question: Who was promised something, Casey or Avery?
Answer: Casey
Question: Who promised someone to call, Casey or Avery?
Answer: Avery
Question: Who called, Casey or Avery?
Answer: ","('You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to call.\n\nQuestion: Who was promised something, Casey or Avery?\nAnswer: Casey\nQuestion: Who promised someone to call, Casey or Avery?\nAnswer: Avery\nQuestion: Who called, Casey or Avery?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".\nContext: Avery promised Casey to call.\n\nQuestion: Who was promised something, Casey or Avery?\nAnswer: Casey\nQuestion: Who promised someone to call, Casey or Avery?\nAnswer: Avery\nQuestion: Who called, Casey or Avery?\nAnswer: \n\nA:\n\nThe answer is:\n\n Avery\n\nContext:\n\n Avery promised')",8.0
9,gpt_j,subject-control,Avery,Casey,False,promised,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery promised Casey to call.

Question: Who promised someone to call, Avery or Casey?
Answer: Avery
Question: Who was promised something, Avery or Casey?
Answer: Casey
Question: Who called, Avery or Casey?
Answer: ","('You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Avery or Casey?\nAnswer: Avery\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who called, Avery or Casey?\nAnswer: ', 'You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call, Avery or Casey?\nAnswer: Avery\nQuestion: Who was promised something, Avery or Casey?\nAnswer: Casey\nQuestion: Who called, Avery or Casey?\nAnswer: \n\nA:\n\nI think the answer is\n\n Avery\n\nContext: Avery promised')",9.0
