,model,exp_type,prompt,pred,true,response
0,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""They were from all accounts marginalized and not listened to .""
Question: In the event ""marginalized"", does the participant ""They"" act on purpose?
Answer: No
Sentence: ""At least one expert believes China 's intentions might include a surprise attempt to circle the moon with astronauts before NASA 's planned lunar return .""
Question: In the event ""include"", does the participant ""intentions"" act on purpose?
Answer: Yes
Sentence: ""They sell feed and milk bottles at the front and I recommend you buy lots .""
Question: In the event ""buy"", does the participant ""you"" act on purpose?
Answer: Yes
Sentence: ""Following on the heels of Ben 's annoucement yesterday , I thought I 'd post that I have joined Google as well .""
Question: In the event ""post"", does the participant ""I"" act on purpose?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""They were from all accounts marginalized and not listened to.""
Question: In the event ""marginalized"", does the participant ""They"" act on purpose?
Answer: No
Sentence: ""At least one expert believes China's intentions might include a surprise attempt to circle the moon with astronauts before NASA's planned lunar return.""
Question: In the event ""include"", does the participant ""intentions"" act on purpose?
Answer: Yes
Sentence: ""They sell feed and milk bottles at the front and I recommend you buy lots.""
Question: In the event ""buy"", does the participant ""you"" act on purpose?
Answer: Yes
Sentence: ""Following on the heels of Ben's annoucement yesterday, I thought I 'd post that I have joined Google as well.""
Question: In the event ""post"", does the participant ""I"" act on purpose?
Answer: 

A:

The sentence you've given is a question. 

In the event ""marginalized"", does the participant ""They"" act on purpose?

The answer is no. 

In the event ""marginalized"", does the participant ""They"" act on purpose?

The answer is yes. 

In the event ""marginalized"", does the participant ""They"" act on purpose?

The answer is yes. 

In the event ""marginalized"", does the participant ""They"" act on purpose?

The answer is yes. 

In the event ""marginalized"", does the participant ""They"" act on purpose?

The answer is yes. 

In the event ""marginalized"", does the participant ""They"" act on purpose?

The answer is yes. 

In the event ""marg"
1,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""i think Miramar was a famous goat trainer or something .""
Question: In the event ""think"", does the participant ""i"" act on purpose?
Answer: Yes
Sentence: ""One thought is to have just the agenda as a couple topics and then lead in with the first two questions as I 've listed .""
Question: In the event ""listed"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I enjoyed the animations and wanted to share them with my friends .""
Question: In the event ""share"", does the participant ""them"" act on purpose?
Answer: No
Sentence: ""I use propane with a blower and a burner I built http://www.mikegigi.com/meltmetl.htm and http://www.mikegigi.com/firehole.htm""
Question: In the event ""built"", does the participant ""I"" act on purpose?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""i think Miramar was a famous goat trainer or something.""
Question: In the event ""think"", does the participant ""i"" act on purpose?
Answer: Yes
Sentence: ""One thought is to have just the agenda as a couple topics and then lead in with the first two questions as I've listed.""
Question: In the event ""listed"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I enjoyed the animations and wanted to share them with my friends.""
Question: In the event ""share"", does the participant ""them"" act on purpose?
Answer: No
Sentence: ""I use propane with a blower and a burner I built http://www.mikegigi.com/meltmetl.htm and http://www.mikegigi.com/firehole.htm""
Question: In the event ""built"", does the participant ""I"" act on purpose?
Answer: 

A:

I think you are confusing the question with the answer.
The question is:

In the event ""think"", does the participant ""i"" act on purpose?

The answer is:

Yes

The question is:

In the event ""listed"", does the participant ""I"" act on purpose?

The answer is:

Yes

The question is:

In the event ""built"", does the participant ""I"" act on purpose?

The answer is:

No

The question is:

In the event ""share"", does the participant ""them"" act on purpose?

The answer is:

No

The question is:

In the event ""built"", does the participant ""I"" act on purpose?

The answer is:"
2,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""Ma said she had a great time in Houston , She was happy to see yourself , as well as C & D .""
Question: In the event ""said"", does the participant ""Ma"" act on purpose?
Answer: Yes
Sentence: """" My first thought was to push it away , "" he said .""
Question: In the event ""push"", does the participant ""it"" act on purpose?
Answer: No
Sentence: ""I ended up paying much more .""
Question: In the event ""paying"", does the participant ""more"" act on purpose?
Answer: No
Sentence: ""The Pew researchers tried to transcend the economic argument .""
Question: In the event ""tried"", does the participant ""researchers"" act on purpose?
Answer: 
",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Ma said she had a great time in Houston, She was happy to see yourself, as well as C & D.""
Question: In the event ""said"", does the participant ""Ma"" act on purpose?
Answer: Yes
Sentence: """" My first thought was to push it away, "" he said.""
Question: In the event ""push"", does the participant ""it"" act on purpose?
Answer: No
Sentence: ""I ended up paying much more.""
Question: In the event ""paying"", does the participant ""more"" act on purpose?
Answer: No
Sentence: ""The Pew researchers tried to transcend the economic argument.""
Question: In the event ""tried"", does the participant ""researchers"" act on purpose?
Answer: 

A:

The sentence you have is a question. 

In the event ""said"", does the participant ""Ma"" act on purpose?

The answer is yes. 

In the event ""push"", does the participant ""it"" act on purpose?

The answer is no. 

The sentence you have is a statement. 

In the event ""said"", does the participant ""Ma"" act on purpose?

The answer is yes. 

In the event ""push"", does the participant ""more"" act on purpose?

The answer is no. 

The sentence you have is a question. 

In the event ""said"", does the participant ""Ma"" act on purpose?

The answer is yes. 

In the event ""push"", does the participant ""more"" act on purpose?

The answer is no. 

The sentence you have is a statement. 

In the event ""said"", does the participant ""Ma"" act"
3,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""Attached is PG&E 's Gas Accord II ( GA II ) Settlement Proposal .""
Question: In the event ""Attached"", does the participant ""Proposal"" act on purpose?
Answer: No
Sentence: ""My first three children were born in Southern Ontario cities .""
Question: In the event ""born"", does the participant ""children"" act on purpose?
Answer: No
Sentence: ""Musk , which is scraped from their genitals once a day for as long as they can surv ive , makes the scent of perfume last a bit longer after each application .""
Question: In the event ""makes"", does the participant ""Musk"" act on purpose?
Answer: No
Sentence: ""Mrs. Tolchin provided us with excellent service and came with a great deal of knowledge and professionalism !""
Question: In the event ""provided"", does the participant ""Tolchin"" act on purpose?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""Attached is PG&E's Gas Accord II ( GA II ) Settlement Proposal.""
Question: In the event ""Attached"", does the participant ""Proposal"" act on purpose?
Answer: No
Sentence: ""My first three children were born in Southern Ontario cities.""
Question: In the event ""born"", does the participant ""children"" act on purpose?
Answer: No
Sentence: ""Musk, which is scraped from their genitals once a day for as long as they can surv ive, makes the scent of perfume last a bit longer after each application.""
Question: In the event ""makes"", does the participant ""Musk"" act on purpose?
Answer: No
Sentence: ""Mrs. Tolchin provided us with excellent service and came with a great deal of knowledge and professionalism!""
Question: In the event ""provided"", does the participant ""Tolchin"" act on purpose?
Answer: 

A:

The answer is no.
The sentence is not asking whether the participant ""Proposal"" acts on purpose. It is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose.
The sentence is asking whether the participant ""Proposal"" acts on purpose"
4,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""Ben made another announcement on March 28 , 2005 :""
Question: In the event ""made"", does the participant ""Ben"" act on purpose?
Answer: Yes
Sentence: ""I met him last week at the meeting of the Science and Industry Advance with Mathematics society at the University of Houston .""
Question: In the event ""met"", does the participant ""him"" act on purpose?
Answer: Yes
Sentence: ""Half of the 300 phenophases Leopold tracked showed a response consistent with warming .""
Question: In the event ""tracked"", does the participant ""Leopold"" act on purpose?
Answer: Yes
Sentence: ""The islamists sent letter bombs in January 1997 to newspaper offices in New York City and Washington , D.C. .""
Question: In the event ""sent"", does the participant ""bombs"" act on purpose?
Answer: 
",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Ben made another announcement on March 28, 2005 :""
Question: In the event ""made"", does the participant ""Ben"" act on purpose?
Answer: Yes
Sentence: ""I met him last week at the meeting of the Science and Industry Advance with Mathematics society at the University of Houston.""
Question: In the event ""met"", does the participant ""him"" act on purpose?
Answer: Yes
Sentence: ""Half of the 300 phenophases Leopold tracked showed a response consistent with warming.""
Question: In the event ""tracked"", does the participant ""Leopold"" act on purpose?
Answer: Yes
Sentence: ""The islamists sent letter bombs in January 1997 to newspaper offices in New York City and Washington, D.C..""
Question: In the event ""sent"", does the participant ""bombs"" act on purpose?
Answer: 

A:

The answer is yes.
The question is a bit ambiguous.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben's assistant.  The sentence is ambiguous because it is not clear whether the participant is Ben or Ben"
5,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""The thing about The Script is they do not sound that Irish , I was surprised to hear they were from Dublin .""
Question: In the event ""is"", does the participant ""thing"" act on purpose?
Answer: No
Sentence: ""In a bulletin , the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon .""
Question: In the event ""noted"", does the participant ""FBI"" act on purpose?
Answer: Yes
Sentence: ""The German Expressionist movement was destroyed as a result .""
Question: In the event ""destroyed"", does the participant ""movement"" act on purpose?
Answer: No
Sentence: ""He says , I have to have an exact ADDRESS .""
Question: In the event ""says"", does the participant ""He"" act on purpose?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The thing about The Script is they do not sound that Irish, I was surprised to hear they were from Dublin.""
Question: In the event ""is"", does the participant ""thing"" act on purpose?
Answer: No
Sentence: ""In a bulletin, the FBI noted that the surveillance might relate to a plot to disperse a chemical or biological weapon.""
Question: In the event ""noted"", does the participant ""FBI"" act on purpose?
Answer: Yes
Sentence: ""The German Expressionist movement was destroyed as a result.""
Question: In the event ""destroyed"", does the participant ""movement"" act on purpose?
Answer: No
Sentence: ""He says, I have to have an exact ADDRESS.""
Question: In the event ""says"", does the participant ""He"" act on purpose?
Answer: 
Sentence: ""The man who was killed was a member of the Communist Party.""
Question: In the event ""killed"", does the participant ""man"" act on purpose?
Answer: Yes
Sentence: ""The man who was killed was a member of the Communist Party.""
Question: In the event ""was"", does the participant ""member"" act on purpose?
Answer: Yes
Sentence: ""The man who was killed was a member of the Communist Party.""
Question: In the event ""was"", does the participant ""member"" act on purpose?
Answer: Yes
Sentence: ""The man who was killed was a member of the Communist Party.""
Question: In the event ""was"", does the participant ""member"" act on purpose?
Answer: Yes
Sentence: ""The man who was killed was a member of the Communist Party.""
Question: In the event ""was"", does the participant ""member"" act on purpose?
Answer"
6,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""Miramar was founded September 20 1888 .""
Question: In the event ""founded"", does the participant ""Miramar"" act on purpose?
Answer: No
Sentence: """" We wish them a successful return of their astronauts . """"
Question: In the event ""wish"", does the participant ""them"" act on purpose?
Answer: No
Sentence: ""the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !""
Question: In the event ""came"", does the participant ""guy"" act on purpose?
Answer: Yes
Sentence: ""The staff get to know regulars and do their job very well .""
Question: In the event ""get"", does the participant ""staff"" act on purpose?
Answer: 
",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""Miramar was founded September 20 1888.""
Question: In the event ""founded"", does the participant ""Miramar"" act on purpose?
Answer: No
Sentence: """" We wish them a successful return of their astronauts. """"
Question: In the event ""wish"", does the participant ""them"" act on purpose?
Answer: No
Sentence: ""the guy came on time and didn't take any breaks, he went straight to work and finished the job efficiently and promptly!""
Question: In the event ""came"", does the participant ""guy"" act on purpose?
Answer: Yes
Sentence: ""The staff get to know regulars and do their job very well.""
Question: In the event ""get"", does the participant ""staff"" act on purpose?
Answer: 

A:

The answer is no.
The sentence is a question, not a statement.  The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is yes.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is no.
The sentence is asking for a response.  The answer is"
7,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""I KNOW YOU HAVE A LOT GOING ON WITH YOU AND THE LITTLE WOMAN .""
Question: In the event ""KNOW"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""We love our new roof !""
Question: In the event ""love"", does the participant ""roof"" act on purpose?
Answer: No
Sentence: ""Everything we ordered was prepared to perfection , and was presented perfectly .""
Question: In the event ""ordered"", does the participant ""we"" act on purpose?
Answer: Yes
Sentence: ""NiMo released an additional RFP for peaking supplies for this winter , I believe Phil should have or be getting that RFP .""
Question: In the event ""peaking"", does the participant ""supplies"" act on purpose?
Answer: 
",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I KNOW YOU HAVE A LOT GOING ON WITH YOU AND THE LITTLE WOMAN.""
Question: In the event ""KNOW"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""We love our new roof!""
Question: In the event ""love"", does the participant ""roof"" act on purpose?
Answer: No
Sentence: ""Everything we ordered was prepared to perfection, and was presented perfectly.""
Question: In the event ""ordered"", does the participant ""we"" act on purpose?
Answer: Yes
Sentence: ""NiMo released an additional RFP for peaking supplies for this winter, I believe Phil should have or be getting that RFP.""
Question: In the event ""peaking"", does the participant ""supplies"" act on purpose?
Answer: 

A:

I think the answer is yes.
The sentence you've given is a yes-no question.  The answer is yes.  The question is ""In the event 'KNOW', does the participant 'I' act on purpose?""  The answer is yes.  The question is ""In the event 'love', does the participant 'roof' act on purpose?""  The answer is yes.  The question is ""In the event 'ordered', does the participant 'we' act on purpose?""  The answer is yes.  The question is ""In the event 'peaking', does the participant'supplies' act on purpose?""  The answer is yes.
The question is ""In the event 'peaking', does the participant'supplies' act on purpose?""  The answer is yes.  The question is ""In the event 'peaking', does the participant'supplies' act on purpose?""  The answer is yes.  The question is """
8,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""I saw a site that charges $ 0.70 per mile .""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""Sussexs have soft feathers .""
Question: In the event ""have"", does the participant ""feathers"" act on purpose?
Answer: No
Sentence: ""The next day , the federal commission killed the new pricing plan .""
Question: In the event ""killed"", does the participant ""plan"" act on purpose?
Answer: No
Sentence: ""My boyfriend has one and when she 's hungry she attacks the pinkie right away .""
Question: In the event ""has"", does the participant ""boyfriend"" act on purpose?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I saw a site that charges $ 0.70 per mile.""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""Sussexs have soft feathers.""
Question: In the event ""have"", does the participant ""feathers"" act on purpose?
Answer: No
Sentence: ""The next day, the federal commission killed the new pricing plan.""
Question: In the event ""killed"", does the participant ""plan"" act on purpose?
Answer: No
Sentence: ""My boyfriend has one and when she's hungry she attacks the pinkie right away.""
Question: In the event ""has"", does the participant ""boyfriend"" act on purpose?
Answer: 
Sentence: ""I saw a site that charges $ 0.70 per mile.""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""I saw a site that charges $ 0.70 per mile.""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""I saw a site that charges $ 0.70 per mile.""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""I saw a site that charges $ 0.70 per mile.""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""I saw a site that charges $ 0.70 per mile.""
Question: In the event ""saw"", does the participant ""site"" act on purpose?
Answer: No
Sentence: ""I saw a site that charges $ 0.70 per mile."""
9,gpt_neo_1.3b,volition_2_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""I leave it to you as homework to figure out what Spain or France would have done , in such a situation .""
Question: In the event ""leave"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I found this on a bulletin board and decided to try it : I do n't care about the useless pre-fabricated crap this message usually says .""
Question: In the event ""found"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I love it for discounted beauty items and household appliances .""
Question: In the event ""love"", does the participant ""it"" act on purpose?
Answer: No
Sentence: ""The confidante and right - hand man of Dr. Ayman Zawahiri admitted that Zawahiri succeeded in obtaining anthrax and intended to use it against US targets .""
Question: In the event ""obtaining"", does the participant ""anthrax"" act on purpose?
Answer: 
",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I leave it to you as homework to figure out what Spain or France would have done, in such a situation.""
Question: In the event ""leave"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I found this on a bulletin board and decided to try it : I don't care about the useless pre-fabricated crap this message usually says.""
Question: In the event ""found"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I love it for discounted beauty items and household appliances.""
Question: In the event ""love"", does the participant ""it"" act on purpose?
Answer: No
Sentence: ""The confidante and right - hand man of Dr. Ayman Zawahiri admitted that Zawahiri succeeded in obtaining anthrax and intended to use it against US targets.""
Question: In the event ""obtaining"", does the participant ""anthrax"" act on purpose?
Answer: 

A:

I think the answer is yes.
The sentence you've given is a question.  The answer is yes.  The question is ""In the event 'leave', does the participant 'I' act on purpose?""  The answer is yes.
The sentence you've given is a statement.  The answer is yes.  The statement is ""I found this on a bulletin board and decided to try it : I don't care about the useless pre-fabricated crap this message usually says.""  The question is ""In the event 'found', does the participant 'I' act on purpose?""  The answer is yes.
The sentence you've given is a question.  The answer is yes.  The question is ""In the event 'love', does the participant 'it' act on purpose"
