,model,exp_type,prompt,pred,true,response
0,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We had no choice but to stay but will take this as far as we can .""
Question: In the event ""had"", does the participant ""We"" act on purpose?
Answer: No
Sentence: ""I assume you are talking about a pacman frog .""
Question: In the event ""assume"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  assume  you  are  talking  about  a  pac man  frog  ."" 
 Question"
1,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I extend my hand to each of you in true friendship , and honor .""
Question: In the event ""extend"", does the participant ""hand"" act on purpose?
Answer: No
Sentence: ""There are a lot of genetics at play between a Sussex and Silkie , so the offspring would vary in appearance .""
Question: In the event ""vary"", does the participant ""offspring"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  have  a  lot  of  respect  for  the  people  who  are  willing  to"
2,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He said they are looking for people and based on what I told him an interview was a formality .""
Question: In the event ""said"", does the participant ""He"" act on purpose?
Answer: Yes
Sentence: ""Dr. Obina told me that his office closed at noon and that I should call him on Monday .""
Question: In the event ""told"", does the participant ""Obina"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  doctor  told  me  that  I  should  call  him  on  Monday  ."" 
"
3,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: """" They can freely write anything they like about our prophet , but if one raises doubts about the Holocaust he is either fined or sent to prison , "" he added .""
Question: In the event ""write"", does the participant ""anything"" act on purpose?
Answer: No
Sentence: ""I had a routine surgery for an ingrown toenail .""
Question: In the event ""had"", does the participant ""surgery"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  had  a  routine  surgery  for  an  ing rown  to en ail  ."""
4,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Yes , they all have secret locator chips , just like gps""
Question: In the event ""have"", does the participant ""chips"" act on purpose?
Answer: No
Sentence: ""I wish that I had n't done this .""
Question: In the event ""wish"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  wish  that  I  had  n 't  done  this  ."" 
 Question :"
5,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They both went to jail and a new manager was put in charge of the apartments .""
Question: In the event ""went"", does the participant ""They"" act on purpose?
Answer: No
Sentence: ""I knew a cat that died in its sleep aged 21 .""
Question: In the event ""knew"", does the participant ""cat"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  knew  a  cat  that  died  in  its  sleep  aged  21  ."" 
"
6,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I saw a site that charges $ 0.70 per mile .""
Question: In the event ""saw"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""The situation appears to be even worse in Mississippi .""
Question: In the event ""appears"", does the participant ""situation"" act on purpose?
Answer: ",No,No,"No 
 Sent ence :  "" The  situation  appears  to  be  even  worse  in  Mississippi  ."" 
 Question :"
7,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: """" They filed an emergency motion , and we were not about to let California go dark , '' Hoecker said .""
Question: In the event ""said"", does the participant ""Hoecker"" act on purpose?
Answer: Yes
Sentence: ""oh god is there an agenda .""
Question: In the event ""is"", does the participant ""agenda"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I 'm  not  sure  if  you 're  aware  of  this ,  but  the"
8,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""i want to hook up with that girl paige in the brown leather jacket .""
Question: In the event ""want"", does the participant ""i"" act on purpose?
Answer: Yes
Sentence: ""Winter defied his own board and Gov. Gray Davis when he filed a 50 - page request to remove the caps , records and interviews show .""
Question: In the event ""defied"", does the participant ""Winter"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  state 's  top  court  ruled  that  the  state 's  death  penalty  law"
9,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They have the best prices locally and good customer service .""
Question: In the event ""have"", does the participant ""prices"" act on purpose?
Answer: No
Sentence: ""The US Marines took most of Fallujah Wednesday , but still face pockets of resistance .""
Question: In the event ""took"", does the participant ""Marines"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  US  Marines  took  most  of  Fall ujah  Wednesday  ,  but  still  face"
10,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We had a larger black population in the 70s than we have now but they did not have any power until Willie Brown was elected .""
Question: In the event ""elected"", does the participant ""Brown"" act on purpose?
Answer: Yes
Sentence: ""Fried rice has NO flavor , it literally taste like water .""
Question: In the event ""has"", does the participant ""rice"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  don 't  like  the  way  the  police  are  treating  the  black  people"
11,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I live 10 minutes from Cycle City , but I Drove 50 mile south to Peachstate Powersports in LaGrange , dealt with the owner , Levi , and was well taken care of .""
Question: In the event ""Drove"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""They make up excuses in hopes to confuse their policy holders with misinformation .""
Question: In the event ""make"", does the participant ""They"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  was  told  that  I  would  have  to  pay  $ 100  deductible  for"
12,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I recommend this company to ANYONE and everyone that needs great work done at a reasonable rate !""
Question: In the event ""recommend"", does the participant ""company"" act on purpose?
Answer: No
Sentence: ""i emailed you saaaaaam .""
Question: In the event ""emailed"", does the participant ""i"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I 'm  going  to  the  store  to  buy  some  milk ."" 
 Question"
13,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Photographs from a seized computer disc included the controls and the locks on the door between the passengers and pilot .""
Question: In the event ""included"", does the participant ""Photographs"" act on purpose?
Answer: No
Sentence: ""The last wolf was killed in Yellowstone National Park in 1943 .""
Question: In the event ""killed"", does the participant ""wolf"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  last  wolf  was  killed  in  Yellowstone  National  Park  in  1943  ."" 
"
14,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Police in the Indian capital Delhi say they have arrested the suspected co-ordinator and financier of last month 's deadly bomb blasts in the city .""
Question: In the event ""arrested"", does the participant ""co-ordinator"" act on purpose?
Answer: No
Sentence: ""The IPN report examines commercial fish species , but it neglects important non-commercial animals , such as seals and polar bears .""
Question: In the event ""neglects"", does the participant ""animals"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  report  also  found  that  the  number  of  people  who  died  from  the"
15,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Their sense of humour and calmness when dealing with the little ones amazes me every time I walk in .""
Question: In the event ""walk"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .""
Question: In the event ""picture"", does the participant ""him"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  am  not  sure  if  I  am  going  to  be  able  to  make"
16,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""It is rumored that North Korea has at least a couple nuclear weapons .""
Question: In the event ""rumored"", does the participant ""It"" act on purpose?
Answer: No
Sentence: ""They wanted to brainwash them and control them . ''""
Question: In the event ""brainwash"", does the participant ""them"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" They  wanted  to  brain wash  them  and  control  them  ."" 
 Question :"
17,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The confidante and right - hand man of Dr. Ayman Zawahiri admitted that Zawahiri succeeded in obtaining anthrax and intended to use it against US targets .""
Question: In the event ""admitted"", does the participant ""confidante"" act on purpose?
Answer: Yes
Sentence: ""The storm threatened oil installations in the Gulf of Mexico where about one - quarter of US oil operations are based .""
Question: In the event ""threatened"", does the participant ""installations"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  storm  threatened  oil  installations  in  the  Gulf  of  Mexico  where  about  one"
18,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I believe we are to some extent already protected with "" Enron "" proceeded with anything , but EnronOnline ( TM ) , etc. just affords us more protection .""
Question: In the event ""believe"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""they have their own website which you can easily find using any search engine .""
Question: In the event ""have"", does the participant ""website"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  believe  we  are  to  some  extent  already  protected  with  ""  En ron"
19,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: """" There 's no tracking mechanism in place "" ?!?!?""
Question: In the event ""'s"", does the participant ""mechanism"" act on purpose?
Answer: No
Sentence: ""I had a sampler of IPA , Brawler , Love Stout & ESA .""
Question: In the event ""had"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  had  a  sam pler  of  IPA  ,  B rawler  ,  Love  Stout"
20,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I tell all my customers they can try it , but do n't count on it .""
Question: In the event ""tell"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""He knows what he s doing .""
Question: In the event ""knows"", does the participant ""He"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  don 't  know  what  I 'm  doing  ."" 
 Question :  In"
21,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Just today I bought a medium rat for my beloved Ball Python Salazar ( name after Harry Potter ) .""
Question: In the event ""bought"", does the participant ""rat"" act on purpose?
Answer: No
Sentence: ""According to some reports , Zawahiri is thought by intelligence to be somewhere near the border of Pakistan and Afghanistan .""
Question: In the event ""thought"", does the participant ""Zawahiri"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  man  was  arrested  for  the  murder  of  his  wife ."" 
 Question"
22,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""A girl raises her hand .""
Question: In the event ""raises"", does the participant ""hand"" act on purpose?
Answer: No
Sentence: ""Yeah you got ta burn it .. that s the only way""
Question: In the event ""got"", does the participant ""you"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I 'm  not  sure  if  I 'm  going  to  be  able  to  make"
23,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""they use them to look prickly .. would you try to eat a cactus [ if u had no knife ] i know i would nt .""
Question: In the event ""use"", does the participant ""them"" act on purpose?
Answer: No
Sentence: ""EVERYTHING IN HERE SEEMS TO AMAZE ME !!!""
Question: In the event ""SEEMS"", does the participant ""EVERYTHING"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  AM  SO  H APP Y  THAT  I  AM  HERE  !! !"" 
"
24,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I recommend buying a single unlimited Europass and travelling anywhere in the EU your heart desires .""
Question: In the event ""recommend"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""I wish all happy holidays , and moreso , peace on earth .""
Question: In the event ""wish"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  hope  that  the  weather  will  be  nice  tomorrow  ."" 
 Question :"
25,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Last June , an international initiative led by Japan to persuade the LTTE to come back to the negotiating table failed despite an aid package offer of US$ 4.5 billion .""
Question: In the event ""failed"", does the participant ""initiative"" act on purpose?
Answer: No
Sentence: ""This means that I could be away from the office for several days and miss a message entirely , because it would have expired and disappeared by the time I returned .""
Question: In the event ""miss"", does the participant ""message"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  government  has  been  accused  of  failing  to  protect  the  rights  of  the"
26,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Requests like that were n't unusual , says retired Col. William Campenni , who flew with Bush in 1970 and 1971 .""
Question: In the event ""flew"", does the participant ""Campenni"" act on purpose?
Answer: Yes
Sentence: ""She has to iron her pants on the driveway .""
Question: In the event ""has"", does the participant ""She"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  man  was  arrested  for  stealing  a  car  ."" 
 Question :  In"
27,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I melt brass and cast it http://www.mikegigi.com/castgobl.htm""
Question: In the event ""melt"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""( News assistant Bobby Bender recalls the letter containing the items to have been addressed to The Sun . )""
Question: In the event ""recalls"", does the participant ""letter"" act on purpose?
Answer: ",No,No,"No 
 Sent ence :  "" The  Sun  is  a  daily  tabloid  newspaper  published  in  the  United  Kingdom  and"
28,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Last night , I adopted a 2 year old Male German Shepherd .""
Question: In the event ""adopted"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""The reports say she is suspected of having been a member of Al Qaeda 's "" Chemical Wire Group . """"
Question: In the event ""suspected"", does the participant ""she"" act on purpose?
Answer: ",No,No,"No 
 Sent ence :  "" The  reports  say  she  is  suspected  of  having  been  a  member  of  Al"
29,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I enjoyed working with all of you during the past five years at Enron / Azurix , and I wish you all of the best .""
Question: In the event ""wish"", does the participant ""you"" act on purpose?
Answer: Yes
Sentence: ""I doubt the very few who actually read my blog have not come across this yet , but I figured I would put it out there anyways .""
Question: In the event ""figured"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  am  not  sure  if  I  have  mentioned  this  before  ,  but  I"
30,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He described Allawi 's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors .""
Question: In the event ""described"", does the participant ""face"" act on purpose?
Answer: No
Sentence: ""Police said Bernard confessed to detectives that he had sex with a young girl in November 2002 and admitted to knowing about sexual acts involving children and a dog that occurred at Hosanna Church .""
Question: In the event ""said"", does the participant ""Police"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  police  said  that  the  suspect  had  confessed  to  the  crime ."" 
"
31,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Attached is PG&E 's Gas Accord II ( GA II ) Settlement Proposal .""
Question: In the event ""Attached"", does the participant ""Proposal"" act on purpose?
Answer: No
Sentence: ""He vacated the FWS decision to downgrade the wolf 's status .""
Question: In the event ""vacated"", does the participant ""He"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  F WS  decision  to  downgrade  the  wolf  ' s  status  was  vacated"
32,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The islamists sent letter bombs in January 1997 to newspaper offices in New York City and Washington , D.C. .""
Question: In the event ""sent"", does the participant ""bombs"" act on purpose?
Answer: No
Sentence: ""yea i guess but rabbits a easily escape a pen or another rabbit could get in there and that rabbit could be the opposite gender .""
Question: In the event ""escape"", does the participant ""rabbits"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  is lam ists  sent  letter  bombs  in  January  1997  to  newspaper  offices"
33,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I asked them to change it but they rudely said that it was okay .""
Question: In the event ""asked"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""As much fun as they are , I figured we would probably do some different things than what you have planned for them .""
Question: In the event ""figured"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  was  thinking  about  going  to  the  movies  but  I  don 't  know"
34,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Xinhua reports that a wide range of Iraqi political forces on Tuesday condemned Sharon 's murder of Sheikh Ahmed Yassin , a religious leader of Hamas , the day before .""
Question: In the event ""condemned"", does the participant ""murder"" act on purpose?
Answer: No
Sentence: ""I enjoyed your recent e-mail but was sorry to hear about your dad .""
Question: In the event ""enjoyed"", does the participant ""I"" act on purpose?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  United  States  has  been  criticized  for  its  failure  to  sign  the  Kyoto"
35,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""My car broke down and roadside towed my vehicle to Sussman Kia .""
Question: In the event ""broke"", does the participant ""car"" act on purpose?
Answer: No
Sentence: ""The painting is based upon the hymn called , ' A Charge to Keep . '""
Question: In the event ""based"", does the participant ""painting"" act on purpose?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  painting  is  based  upon  the  hy mn  called  ,  '  A  Charge"
