,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,gpt3,subject-control,Avery,Casey,False,offered,to come,Avery,Casey,"You will be given a context and a question.
Context: Avery offered Casey to come.

Question: Who came?
Answer: ", 'Case'),5.0
1,gpt3,subject-control,Avery,Casey,False,offered,to go,Avery,other,"You will be given a context and a question.
Context: Avery offered Casey to go.

Question: Who went?
Answer: ", '\n'),6.0
2,gpt3,subject-control,Avery,Casey,False,offered,to read,Avery,other,"You will be given a context and a question.
Context: Avery offered Casey to read.

Question: Who read?
Answer: ", '\n'),7.0
3,gpt3,subject-control,Avery,Casey,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Casey to run.

Question: Who ran?
Answer: ", 'A'),8.0
4,gpt3,subject-control,Avery,Casey,False,offered,to call,Avery,other,"You will be given a context and a question.
Context: Avery offered Casey to call.

Question: Who called?
Answer: ", '\n'),9.0
5,gpt3,subject-control,Avery,Joseph,False,offered,to come,Avery,Joseph,"You will be given a context and a question.
Context: Avery offered Joseph to come.

Question: Who came?
Answer: ", 'Joseph'),15.0
6,gpt3,subject-control,Avery,Joseph,False,offered,to go,Avery,Joseph,"You will be given a context and a question.
Context: Avery offered Joseph to go.

Question: Who went?
Answer: ", 'Joseph'),16.0
7,gpt3,subject-control,Avery,Joseph,False,offered,to read,Avery,other,"You will be given a context and a question.
Context: Avery offered Joseph to read.

Question: Who read?
Answer: ", '\n'),17.0
8,gpt3,subject-control,Avery,Joseph,False,offered,to run,Avery,Joseph,"You will be given a context and a question.
Context: Avery offered Joseph to run.

Question: Who ran?
Answer: ", 'Joseph'),18.0
9,gpt3,subject-control,Avery,Joseph,False,offered,to call,Avery,other,"You will be given a context and a question.
Context: Avery offered Joseph to call.

Question: Who called?
Answer: ", '\n'),19.0
10,gpt3,subject-control,Avery,Nicole,False,offered,to come,Avery,other,"You will be given a context and a question.
Context: Avery offered Nicole to come.

Question: Who came?
Answer: ", 'Nic'),25.0
11,gpt3,subject-control,Avery,Nicole,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to go.

Question: Who went?
Answer: ", 'A'),26.0
12,gpt3,subject-control,Avery,Nicole,False,offered,to read,Avery,other,"You will be given a context and a question.
Context: Avery offered Nicole to read.

Question: Who read?
Answer: ", '\n'),27.0
13,gpt3,subject-control,Avery,Nicole,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to run.

Question: Who ran?
Answer: ", 'A'),28.0
14,gpt3,subject-control,Avery,Nicole,False,offered,to call,Avery,other,"You will be given a context and a question.
Context: Avery offered Nicole to call.

Question: Who called?
Answer: ", '\n'),29.0
15,gpt3,subject-control,Avery,Stephanie,False,offered,to come,Avery,Stephanie,"You will be given a context and a question.
Context: Avery offered Stephanie to come.

Question: Who came?
Answer: ", 'Step'),35.0
16,gpt3,subject-control,Avery,Stephanie,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Stephanie to go.

Question: Who went?
Answer: ", 'A'),36.0
