,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,jurassic-jumbo,subject-control,Avery,Casey,False,offered,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Casey to come.

Question: Who came?
Answer: ", '(A'),5.0
1,jurassic-jumbo,subject-control,Avery,Casey,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Casey to go.

Question: Who went?
Answer: ", '(A'),6.0
2,jurassic-jumbo,subject-control,Avery,Casey,False,offered,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Casey to read.

Question: Who read?
Answer: ", '(A'),7.0
3,jurassic-jumbo,subject-control,Avery,Casey,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Casey to run.

Question: Who ran?
Answer: ", '(A'),8.0
4,jurassic-jumbo,subject-control,Avery,Casey,False,offered,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Casey to call.

Question: Who called?
Answer: ", '(A'),9.0
5,jurassic-jumbo,subject-control,Avery,Joseph,False,offered,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Joseph to come.

Question: Who came?
Answer: ", '(A'),15.0
6,jurassic-jumbo,subject-control,Avery,Joseph,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Joseph to go.

Question: Who went?
Answer: ", '(A'),16.0
7,jurassic-jumbo,subject-control,Avery,Joseph,False,offered,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Joseph to read.

Question: Who read?
Answer: ", '(A'),17.0
8,jurassic-jumbo,subject-control,Avery,Joseph,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Joseph to run.

Question: Who ran?
Answer: ", '(A'),18.0
9,jurassic-jumbo,subject-control,Avery,Joseph,False,offered,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Joseph to call.

Question: Who called?
Answer: ", '(A'),19.0
10,jurassic-jumbo,subject-control,Avery,Nicole,False,offered,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to come.

Question: Who came?
Answer: ", '(A'),25.0
11,jurassic-jumbo,subject-control,Avery,Nicole,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to go.

Question: Who went?
Answer: ", '(A'),26.0
12,jurassic-jumbo,subject-control,Avery,Nicole,False,offered,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to read.

Question: Who read?
Answer: ", '(A'),27.0
13,jurassic-jumbo,subject-control,Avery,Nicole,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to run.

Question: Who ran?
Answer: ", '(A'),28.0
14,jurassic-jumbo,subject-control,Avery,Nicole,False,offered,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Nicole to call.

Question: Who called?
Answer: ", '(A'),29.0
15,jurassic-jumbo,subject-control,Avery,Stephanie,False,offered,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Stephanie to come.

Question: Who came?
Answer: ", '(A'),35.0
16,jurassic-jumbo,subject-control,Avery,Stephanie,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Stephanie to go.

Question: Who went?
Answer: ", '(A'),36.0
17,jurassic-jumbo,subject-control,Avery,Stephanie,False,offered,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Stephanie to read.

Question: Who read?
Answer: ", '(A'),37.0
18,jurassic-jumbo,subject-control,Avery,Stephanie,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Stephanie to run.

Question: Who ran?
Answer: ", '(A'),38.0
19,jurassic-jumbo,subject-control,Avery,Stephanie,False,offered,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery offered Stephanie to call.

Question: Who called?
Answer: ", '(A'),39.0
20,jurassic-jumbo,subject-control,Avery,William,False,offered,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery offered William to come.

Question: Who came?
Answer: ", '(A'),45.0
21,jurassic-jumbo,subject-control,Avery,William,False,offered,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery offered William to go.

Question: Who went?
Answer: ", '(A'),46.0
22,jurassic-jumbo,subject-control,Avery,William,False,offered,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery offered William to read.

Question: Who read?
Answer: ", '(A'),47.0
23,jurassic-jumbo,subject-control,Avery,William,False,offered,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery offered William to run.

Question: Who ran?
Answer: ", '(A'),48.0
24,jurassic-jumbo,subject-control,Avery,William,False,offered,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery offered William to call.

Question: Who called?
Answer: ", '(A'),49.0
25,jurassic-jumbo,subject-control,Casey,Avery,False,offered,to come,Casey,Casey,"You will be given a context and a question.
Context: Casey offered Avery to come.

Question: Who came?
Answer: ", '(Case'),55.0
