,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,jurassic-large,subject-control,Avery,Casey,False,promised,to come,Casey,Avery,"You will be given a context and a question.
Context: Avery promised Casey to come.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to come.\n\nQuestion: Who was promised something??\nAnswer: ', '(A')",0.0
1,jurassic-large,subject-control,Avery,Casey,False,promised,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery promised Casey to go.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to go.\n\nQuestion: Who was promised something??\nAnswer: ', '(A')",1.0
2,jurassic-large,subject-control,Avery,Casey,False,promised,to read,Casey,Avery,"You will be given a context and a question.
Context: Avery promised Casey to read.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to read.\n\nQuestion: Who was promised something??\nAnswer: ', '(A')",2.0
3,jurassic-large,subject-control,Avery,Casey,False,promised,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery promised Casey to run.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to run.\n\nQuestion: Who was promised something??\nAnswer: ', '(A')",3.0
4,jurassic-large,subject-control,Avery,Casey,False,promised,to call,Casey,Avery,"You will be given a context and a question.
Context: Avery promised Casey to call.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to call.\n\nQuestion: Who was promised something??\nAnswer: ', '(A')",4.0
5,jurassic-large,subject-control,Avery,Joseph,False,promised,to come,Joseph,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to come.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to come.\n\nQuestion: Who was promised something??\nAnswer: ', '(Joseph')",5.0
6,jurassic-large,subject-control,Avery,Joseph,False,promised,to go,Joseph,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to go.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to go.\n\nQuestion: Who was promised something??\nAnswer: ', '(Joseph')",6.0
7,jurassic-large,subject-control,Avery,Joseph,False,promised,to read,Joseph,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to read.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to read.\n\nQuestion: Who was promised something??\nAnswer: ', '(Joseph')",7.0
8,jurassic-large,subject-control,Avery,Joseph,False,promised,to run,Joseph,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to run.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to run.\n\nQuestion: Who was promised something??\nAnswer: ', '(Joseph')",8.0
9,jurassic-large,subject-control,Avery,Joseph,False,promised,to call,Joseph,Joseph,"You will be given a context and a question.
Context: Avery promised Joseph to call.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Joseph to call.\n\nQuestion: Who was promised something??\nAnswer: ', '(Joseph')",9.0
10,jurassic-large,subject-control,Avery,Nicole,False,promised,to come,Nicole,Nicole,"You will be given a context and a question.
Context: Avery promised Nicole to come.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Nicole to come.\n\nQuestion: Who was promised something??\nAnswer: ', '(Nicole')",10.0
11,jurassic-large,subject-control,Avery,Nicole,False,promised,to go,Nicole,Nicole,"You will be given a context and a question.
Context: Avery promised Nicole to go.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Nicole to go.\n\nQuestion: Who was promised something??\nAnswer: ', '(Nicole')",11.0
12,jurassic-large,subject-control,Avery,Nicole,False,promised,to read,Nicole,Nicole,"You will be given a context and a question.
Context: Avery promised Nicole to read.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Nicole to read.\n\nQuestion: Who was promised something??\nAnswer: ', '(Nicole')",12.0
13,jurassic-large,subject-control,Avery,Nicole,False,promised,to run,Nicole,Nicole,"You will be given a context and a question.
Context: Avery promised Nicole to run.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Nicole to run.\n\nQuestion: Who was promised something??\nAnswer: ', '(Nicole')",13.0
14,jurassic-large,subject-control,Avery,Nicole,False,promised,to call,Nicole,Nicole,"You will be given a context and a question.
Context: Avery promised Nicole to call.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Nicole to call.\n\nQuestion: Who was promised something??\nAnswer: ', '(Nicole')",14.0
15,jurassic-large,subject-control,Avery,Stephanie,False,promised,to come,Stephanie,other,"You will be given a context and a question.
Context: Avery promised Stephanie to come.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Stephanie to come.\n\nQuestion: Who was promised something??\nAnswer: ', '(S')",15.0
16,jurassic-large,subject-control,Avery,Stephanie,False,promised,to go,Stephanie,other,"You will be given a context and a question.
Context: Avery promised Stephanie to go.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Stephanie to go.\n\nQuestion: Who was promised something??\nAnswer: ', '(S')",16.0
17,jurassic-large,subject-control,Avery,Stephanie,False,promised,to read,Stephanie,other,"You will be given a context and a question.
Context: Avery promised Stephanie to read.

Question: Who was promised something??
Answer: ","('You will be given a context and a question.\nContext: Avery promised Stephanie to read.\n\nQuestion: Who was promised something??\nAnswer: ', '(S')",17.0
