,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,t5,subject-control,Avery,Casey,True,promised,to come,Avery,Casey,question: Who came? context: Avery promised Casey to come. </s>,Casey,0.0
1,t5,subject-control,Avery,Casey,False,promised,to come,Avery,Casey,question: Who came? context: Avery promised Casey to come. </s>,Casey,1.0
2,t5,subject-control,Avery,Casey,True,promised,to go,Avery,Casey,question: Who went? context: Avery promised Casey to go. </s>,Casey,2.0
3,t5,subject-control,Avery,Casey,False,promised,to go,Avery,Casey,question: Who went? context: Avery promised Casey to go. </s>,Casey,3.0
4,t5,subject-control,Avery,Casey,True,promised,to read,Avery,Casey,question: Who read? context: Avery promised Casey to read. </s>,Casey,4.0
5,t5,subject-control,Avery,Casey,False,promised,to read,Avery,Casey,question: Who read? context: Avery promised Casey to read. </s>,Casey,5.0
6,t5,subject-control,Avery,Casey,True,promised,to run,Avery,Casey,question: Who ran? context: Avery promised Casey to run. </s>,Casey,6.0
7,t5,subject-control,Avery,Casey,False,promised,to run,Avery,Casey,question: Who ran? context: Avery promised Casey to run. </s>,Casey,7.0
8,t5,subject-control,Avery,Casey,True,promised,to call,Avery,Casey,question: Who called? context: Avery promised Casey to call. </s>,Casey,8.0
9,t5,subject-control,Avery,Casey,False,promised,to call,Avery,Casey,question: Who called? context: Avery promised Casey to call. </s>,Casey,9.0
10,t5,subject-control,Avery,Joseph,True,promised,to come,Avery,Joseph,question: Who came? context: Avery promised Joseph to come. </s>,Joseph,10.0
11,t5,subject-control,Avery,Joseph,False,promised,to come,Avery,Joseph,question: Who came? context: Avery promised Joseph to come. </s>,Joseph,11.0
12,t5,subject-control,Avery,Joseph,True,promised,to go,Avery,Joseph,question: Who went? context: Avery promised Joseph to go. </s>,Joseph,12.0
13,t5,subject-control,Avery,Joseph,False,promised,to go,Avery,Joseph,question: Who went? context: Avery promised Joseph to go. </s>,Joseph,13.0
14,t5,subject-control,Avery,Joseph,True,promised,to read,Avery,Joseph,question: Who read? context: Avery promised Joseph to read. </s>,Joseph,14.0
15,t5,subject-control,Avery,Joseph,False,promised,to read,Avery,Joseph,question: Who read? context: Avery promised Joseph to read. </s>,Joseph,15.0
16,t5,subject-control,Avery,Joseph,True,promised,to run,Avery,Joseph,question: Who ran? context: Avery promised Joseph to run. </s>,Joseph,16.0
17,t5,subject-control,Avery,Joseph,False,promised,to run,Avery,Joseph,question: Who ran? context: Avery promised Joseph to run. </s>,Joseph,17.0
18,t5,subject-control,Avery,Joseph,True,promised,to call,Avery,Joseph,question: Who called? context: Avery promised Joseph to call. </s>,Joseph,18.0
19,t5,subject-control,Avery,Joseph,False,promised,to call,Avery,Joseph,question: Who called? context: Avery promised Joseph to call. </s>,Joseph,19.0
20,t5,subject-control,Avery,Nicole,True,promised,to come,Avery,Nicole,question: Who came? context: Avery promised Nicole to come. </s>,Nicole,20.0
21,t5,subject-control,Avery,Nicole,False,promised,to come,Avery,Nicole,question: Who came? context: Avery promised Nicole to come. </s>,Nicole,21.0
22,t5,subject-control,Avery,Nicole,True,promised,to go,Avery,Nicole,question: Who went? context: Avery promised Nicole to go. </s>,Nicole,22.0
23,t5,subject-control,Avery,Nicole,False,promised,to go,Avery,Nicole,question: Who went? context: Avery promised Nicole to go. </s>,Nicole,23.0
24,t5,subject-control,Avery,Nicole,True,promised,to read,Avery,Nicole,question: Who read? context: Avery promised Nicole to read. </s>,Nicole,24.0
25,t5,subject-control,Avery,Nicole,False,promised,to read,Avery,Nicole,question: Who read? context: Avery promised Nicole to read. </s>,Nicole,25.0
26,t5,subject-control,Avery,Nicole,True,promised,to run,Avery,Nicole,question: Who ran? context: Avery promised Nicole to run. </s>,Nicole,26.0
27,t5,subject-control,Avery,Nicole,False,promised,to run,Avery,Nicole,question: Who ran? context: Avery promised Nicole to run. </s>,Nicole,27.0
28,t5,subject-control,Avery,Nicole,True,promised,to call,Avery,Nicole,question: Who called? context: Avery promised Nicole to call. </s>,Nicole,28.0
29,t5,subject-control,Avery,Nicole,False,promised,to call,Avery,Nicole,question: Who called? context: Avery promised Nicole to call. </s>,Nicole,29.0
30,t5,subject-control,Avery,Stephanie,True,promised,to come,Avery,Stephanie,question: Who came? context: Avery promised Stephanie to come. </s>,Stephanie,30.0
