,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to come,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to come.

Question: Who promised someone to come?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer:  Avery.\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to come.\n\nQuestion: What is the question?\nAnswer:  Who promised to come?\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to come.\n\nQuestion: What is the question')",0.0
1,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to come,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to come.

Question: Who promised someone to come?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer:  Avery.\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to come.\n\nQuestion: What is the question?\nAnswer:  Who promised to come?\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to come.\n\nQuestion: What is the question')",1.0
2,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to go,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to go.

Question: Who promised someone to go?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer:  Avery.\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to go.\n\nQuestion: What is the question?\nAnswer:  Who promised to go?\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to go.\n\nQuestion: What is the question')",2.0
3,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to go,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to go.

Question: Who promised someone to go?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer:  Avery.\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to go.\n\nQuestion: What is the question?\nAnswer:  Who promised to go?\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to go.\n\nQuestion: What is the question')",3.0
4,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to read,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to read.

Question: Who promised someone to read?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer:  Avery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to read.\n\nThe question is:\n\nWho promised someone to read?\n\nThe answer is:\n\nAvery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to read.\n')",4.0
5,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to read,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to read.

Question: Who promised someone to read?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer:  Avery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to read.\n\nThe question is:\n\nWho promised someone to read?\n\nThe answer is:\n\nAvery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to read.\n')",5.0
6,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to run,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to run.

Question: Who promised someone to run?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to run.\n\nQuestion: Who promised someone to run?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to run.\n\nQuestion: Who promised someone to run?\nAnswer:  Avery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to run.\n\nThe question is:\n\nWho promised someone to run?\n\nThe answer is:\n\nAvery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to run.\n')",6.0
7,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to run,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to run.

Question: Who promised someone to run?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to run.\n\nQuestion: Who promised someone to run?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to run.\n\nQuestion: Who promised someone to run?\nAnswer:  Avery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to run.\n\nThe question is:\n\nWho promised someone to run?\n\nThe answer is:\n\nAvery.\n\nA:\n\nThe sentence is:\n\nAvery promised Casey to run.\n')",7.0
8,gpt_neo_1.3b,subject-control,Avery,Casey,True,promised,to call,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to call.

Question: Who promised someone to call?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to call.\n\nQuestion: Who promised someone to call?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to call.\n\nQuestion: Who promised someone to call?\nAnswer:  Avery.\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to call.\n\nQuestion: What is the question?\nAnswer:  Who promised to call?\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to call.\n\nQuestion: What is the question')",8.0
9,gpt_neo_1.3b,subject-control,Avery,Casey,False,promised,to call,Avery,Avery,"You will be given a sentence and a question.
Sentence: Avery promised Casey to call.

Question: Who promised someone to call?
Answer: ","('You will be given a sentence and a question.\nSentence: Avery promised Casey to call.\n\nQuestion: Who promised someone to call?\nAnswer: ', 'You will be given a sentence and a question.\nSentence: Avery promised Casey to call.\n\nQuestion: Who promised someone to call?\nAnswer:  Avery.\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to call.\n\nQuestion: What is the question?\nAnswer:  Who promised to call?\n\nQuestion: What is the sentence?\nAnswer:  Avery promised Casey to call.\n\nQuestion: What is the question')",9.0
