,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,t5,object-control,Avery,Casey,True,told,to come,Casey,Avery,question: Who told someone to come? context: Avery told Casey to come. </s>,"('question: Who told someone to come? context: Avery told Casey to come. </s>', 'Avery')",0.0
1,t5,object-control,Avery,Casey,False,told,to come,Casey,Avery,question: Who told someone to come? context: Avery told Casey to come. </s>,"('question: Who told someone to come? context: Avery told Casey to come. </s>', 'Avery')",1.0
2,t5,object-control,Avery,Casey,True,told,to go,Casey,Avery,question: Who told someone to go? context: Avery told Casey to go. </s>,"('question: Who told someone to go? context: Avery told Casey to go. </s>', 'Avery')",2.0
3,t5,object-control,Avery,Casey,False,told,to go,Casey,Avery,question: Who told someone to go? context: Avery told Casey to go. </s>,"('question: Who told someone to go? context: Avery told Casey to go. </s>', 'Avery')",3.0
4,t5,object-control,Avery,Casey,True,told,to read,Casey,Avery,question: Who told someone to read? context: Avery told Casey to read. </s>,"('question: Who told someone to read? context: Avery told Casey to read. </s>', 'Avery')",4.0
5,t5,object-control,Avery,Casey,False,told,to read,Casey,Avery,question: Who told someone to read? context: Avery told Casey to read. </s>,"('question: Who told someone to read? context: Avery told Casey to read. </s>', 'Avery')",5.0
6,t5,object-control,Avery,Casey,True,told,to run,Casey,Avery,question: Who told someone to run? context: Avery told Casey to run. </s>,"('question: Who told someone to run? context: Avery told Casey to run. </s>', 'Avery')",6.0
7,t5,object-control,Avery,Casey,False,told,to run,Casey,Avery,question: Who told someone to run? context: Avery told Casey to run. </s>,"('question: Who told someone to run? context: Avery told Casey to run. </s>', 'Avery')",7.0
8,t5,object-control,Avery,Casey,True,told,to call,Casey,Avery,question: Who told someone to call? context: Avery told Casey to call. </s>,"('question: Who told someone to call? context: Avery told Casey to call. </s>', 'Avery')",8.0
9,t5,object-control,Avery,Casey,False,told,to call,Casey,Avery,question: Who told someone to call? context: Avery told Casey to call. </s>,"('question: Who told someone to call? context: Avery told Casey to call. </s>', 'Avery')",9.0
10,t5,object-control,Avery,Casey,True,ordered,to come,Casey,Avery,question: Who ordered someone to come? context: Avery ordered Casey to come. </s>,"('question: Who ordered someone to come? context: Avery ordered Casey to come. </s>', 'Avery')",10.0
11,t5,object-control,Avery,Casey,False,ordered,to come,Casey,Avery,question: Who ordered someone to come? context: Avery ordered Casey to come. </s>,"('question: Who ordered someone to come? context: Avery ordered Casey to come. </s>', 'Avery')",11.0
12,t5,object-control,Avery,Casey,True,ordered,to go,Casey,Avery,question: Who ordered someone to go? context: Avery ordered Casey to go. </s>,"('question: Who ordered someone to go? context: Avery ordered Casey to go. </s>', 'Avery')",12.0
13,t5,object-control,Avery,Casey,False,ordered,to go,Casey,Avery,question: Who ordered someone to go? context: Avery ordered Casey to go. </s>,"('question: Who ordered someone to go? context: Avery ordered Casey to go. </s>', 'Avery')",13.0
14,t5,object-control,Avery,Casey,True,ordered,to read,Casey,Avery,question: Who ordered someone to read? context: Avery ordered Casey to read. </s>,"('question: Who ordered someone to read? context: Avery ordered Casey to read. </s>', 'Avery')",14.0
15,t5,object-control,Avery,Casey,False,ordered,to read,Casey,Avery,question: Who ordered someone to read? context: Avery ordered Casey to read. </s>,"('question: Who ordered someone to read? context: Avery ordered Casey to read. </s>', 'Avery')",15.0
16,t5,object-control,Avery,Casey,True,ordered,to run,Casey,Avery,question: Who ordered someone to run? context: Avery ordered Casey to run. </s>,"('question: Who ordered someone to run? context: Avery ordered Casey to run. </s>', 'Avery')",16.0
17,t5,object-control,Avery,Casey,False,ordered,to run,Casey,Avery,question: Who ordered someone to run? context: Avery ordered Casey to run. </s>,"('question: Who ordered someone to run? context: Avery ordered Casey to run. </s>', 'Avery')",17.0
18,t5,object-control,Avery,Casey,True,ordered,to call,Casey,Avery,question: Who ordered someone to call? context: Avery ordered Casey to call. </s>,"('question: Who ordered someone to call? context: Avery ordered Casey to call. </s>', 'Avery')",18.0
19,t5,object-control,Avery,Casey,False,ordered,to call,Casey,Avery,question: Who ordered someone to call? context: Avery ordered Casey to call. </s>,"('question: Who ordered someone to call? context: Avery ordered Casey to call. </s>', 'Avery')",19.0
20,t5,object-control,Avery,Casey,True,called upon,to come,Casey,Avery,question: Who called upon someone to come? context: Avery called upon Casey to come. </s>,"('question: Who called upon someone to come? context: Avery called upon Casey to come. </s>', 'Avery')",20.0
21,t5,object-control,Avery,Casey,False,called upon,to come,Casey,Avery,question: Who called upon someone to come? context: Avery called upon Casey to come. </s>,"('question: Who called upon someone to come? context: Avery called upon Casey to come. </s>', 'Avery')",21.0
22,t5,object-control,Avery,Casey,True,called upon,to go,Casey,Avery,question: Who called upon someone to go? context: Avery called upon Casey to go. </s>,"('question: Who called upon someone to go? context: Avery called upon Casey to go. </s>', 'Avery')",22.0
23,t5,object-control,Avery,Casey,False,called upon,to go,Casey,Avery,question: Who called upon someone to go? context: Avery called upon Casey to go. </s>,"('question: Who called upon someone to go? context: Avery called upon Casey to go. </s>', 'Avery')",23.0
24,t5,object-control,Avery,Casey,True,called upon,to read,Casey,Avery,question: Who called upon someone to read? context: Avery called upon Casey to read. </s>,"('question: Who called upon someone to read? context: Avery called upon Casey to read. </s>', 'Avery')",24.0
25,t5,object-control,Avery,Casey,False,called upon,to read,Casey,Avery,question: Who called upon someone to read? context: Avery called upon Casey to read. </s>,"('question: Who called upon someone to read? context: Avery called upon Casey to read. </s>', 'Avery')",25.0
26,t5,object-control,Avery,Casey,True,called upon,to run,Casey,Avery,question: Who called upon someone to run? context: Avery called upon Casey to run. </s>,"('question: Who called upon someone to run? context: Avery called upon Casey to run. </s>', 'Avery')",26.0
27,t5,object-control,Avery,Casey,False,called upon,to run,Casey,Avery,question: Who called upon someone to run? context: Avery called upon Casey to run. </s>,"('question: Who called upon someone to run? context: Avery called upon Casey to run. </s>', 'Avery')",27.0
28,t5,object-control,Avery,Casey,True,called upon,to call,Casey,Avery,question: Who called upon someone to call? context: Avery called upon Casey to call. </s>,"('question: Who called upon someone to call? context: Avery called upon Casey to call. </s>', 'Avery')",28.0
29,t5,object-control,Avery,Casey,False,called upon,to call,Casey,Avery,question: Who called upon someone to call? context: Avery called upon Casey to call. </s>,"('question: Who called upon someone to call? context: Avery called upon Casey to call. </s>', 'Avery')",29.0
30,t5,object-control,Avery,Casey,True,reminded,to come,Casey,Avery,question: Who reminded someone to come? context: Avery reminded Casey to come. </s>,"('question: Who reminded someone to come? context: Avery reminded Casey to come. </s>', 'Avery')",30.0
31,t5,object-control,Avery,Casey,False,reminded,to come,Casey,Avery,question: Who reminded someone to come? context: Avery reminded Casey to come. </s>,"('question: Who reminded someone to come? context: Avery reminded Casey to come. </s>', 'Avery')",31.0
32,t5,object-control,Avery,Casey,True,reminded,to go,Casey,Avery,question: Who reminded someone to go? context: Avery reminded Casey to go. </s>,"('question: Who reminded someone to go? context: Avery reminded Casey to go. </s>', 'Avery')",32.0
33,t5,object-control,Avery,Casey,False,reminded,to go,Casey,Avery,question: Who reminded someone to go? context: Avery reminded Casey to go. </s>,"('question: Who reminded someone to go? context: Avery reminded Casey to go. </s>', 'Avery')",33.0
34,t5,object-control,Avery,Casey,True,reminded,to read,Casey,Avery,question: Who reminded someone to read? context: Avery reminded Casey to read. </s>,"('question: Who reminded someone to read? context: Avery reminded Casey to read. </s>', 'Avery')",34.0
35,t5,object-control,Avery,Casey,False,reminded,to read,Casey,Avery,question: Who reminded someone to read? context: Avery reminded Casey to read. </s>,"('question: Who reminded someone to read? context: Avery reminded Casey to read. </s>', 'Avery')",35.0
36,t5,object-control,Avery,Casey,True,reminded,to run,Casey,Avery,question: Who reminded someone to run? context: Avery reminded Casey to run. </s>,"('question: Who reminded someone to run? context: Avery reminded Casey to run. </s>', 'Avery')",36.0
37,t5,object-control,Avery,Casey,False,reminded,to run,Casey,Avery,question: Who reminded someone to run? context: Avery reminded Casey to run. </s>,"('question: Who reminded someone to run? context: Avery reminded Casey to run. </s>', 'Avery')",37.0
38,t5,object-control,Avery,Casey,True,reminded,to call,Casey,Avery,question: Who reminded someone to call? context: Avery reminded Casey to call. </s>,"('question: Who reminded someone to call? context: Avery reminded Casey to call. </s>', 'Avery')",38.0
39,t5,object-control,Avery,Casey,False,reminded,to call,Casey,Avery,question: Who reminded someone to call? context: Avery reminded Casey to call. </s>,"('question: Who reminded someone to call? context: Avery reminded Casey to call. </s>', 'Avery')",39.0
40,t5,object-control,Avery,Casey,True,urged,to come,Casey,Avery,question: Who urged someone to come? context: Avery urged Casey to come. </s>,"('question: Who urged someone to come? context: Avery urged Casey to come. </s>', 'Avery')",40.0
41,t5,object-control,Avery,Casey,False,urged,to come,Casey,Avery,question: Who urged someone to come? context: Avery urged Casey to come. </s>,"('question: Who urged someone to come? context: Avery urged Casey to come. </s>', 'Avery')",41.0
42,t5,object-control,Avery,Casey,True,urged,to go,Casey,Avery,question: Who urged someone to go? context: Avery urged Casey to go. </s>,"('question: Who urged someone to go? context: Avery urged Casey to go. </s>', 'Avery')",42.0
43,t5,object-control,Avery,Casey,False,urged,to go,Casey,Avery,question: Who urged someone to go? context: Avery urged Casey to go. </s>,"('question: Who urged someone to go? context: Avery urged Casey to go. </s>', 'Avery')",43.0
