,model,exp_type,prompt,pred,true,response
0,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Guerrillas threatened to assassinate Prime Minister Iyad Allawi and Minister of Defense Hazem Shaalan in retaliation for the attack .""
Question: In the event ""assassinate"", does the state of the participant ""Allawi"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
1,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Their screams changed , "" Dr. Fortier said .""
Question: In the event ""changed"", does the state of the participant ""screams"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
2,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Joe removed a wasp nest for our condominium building and we appreciated the environmentally friendly method and prompt , friendly and informative service .""
Question: In the event ""appreciated"", does the state of the participant ""we"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
3,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""This chef knows what he is doing .""
Question: In the event ""knows"", does the state of the participant ""chef"" change?
Answer: ",No,No,"(1) No, (2) Yes"
4,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Enclosed is a worksheet for Ineos Acrylics .""
Question: In the event ""Enclosed"", does the state of the participant ""worksheet"" change?
Answer: ",Yes,No,"(1) Yes, (2) No, (3) Maybe"
5,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I think he could 've done more to assuage my concerns by giving me concrete facts .""
Question: In the event ""assuage"", does the state of the participant ""concerns"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
6,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon , "" Kistler told SPACE.com .""
Question: In the event ""establish"", does the state of the participant ""equivalent"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
7,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""It 's become a guardian of morality -- not church morality ; real morality .""
Question: In the event ""become"", does the state of the participant ""It"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
8,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Nobody thinks that there will be a lot of oil and gas in this part of the world , "" he said .""
Question: In the event ""said"", does the state of the participant ""he"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
9,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""2005 sees you expanding your intuitive and psychic skills even more , Aquarius .""
Question: In the event ""expanding"", does the state of the participant ""skills"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
10,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""But if -- there 's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff , and there are at least two other horsemen following .""
Question: In the event ""shows"", does the state of the participant ""horseman"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
11,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""There is a very good book on the subject that was written by General Vo Nguyen Giap .""
Question: In the event ""written"", does the state of the participant ""book"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
12,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I think it s only fair that nowadays every town should provide at least one halal cafe or restaurant and hopefully one day every British catering establishment will be halal .""
Question: In the event ""think"", does the state of the participant ""I"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
13,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""<< Upon the sixth of April , Alexander the Great was born .""
Question: In the event ""born"", does the state of the participant ""Alexander"" change?
Answer: ",other,Yes,"<< Upon the sixth of April , Alexander the Great was born "
14,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""We had a slightly better experience on the Liberty , but feel that both crews did an excellent job and that this should not be a distinguishing factor on choosing a cruise .""
Question: In the event ""had"", does the state of the participant ""experience"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
15,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Across the board , the American military is stretched to the breaking point .""
Question: In the event ""stretched"", does the state of the participant ""military"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
16,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""My family and I thank you !!!!!!!!!!""
Question: In the event ""thank"", does the state of the participant ""you"" change?
Answer: ",No,Yes,"(1) No, it does not"
17,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He described Allawi 's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors .""
Question: In the event ""described"", does the state of the participant ""face"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
18,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free .""
Question: In the event ""have"", does the state of the participant ""opportunity"" change?
Answer: ",No,No,"(1) No, the state of opportunity does not change"
19,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He gave no service to anyone , risked nothing , and did not even slack off efficiently .""
Question: In the event ""gave"", does the state of the participant ""service"" change?
Answer: ",Yes,No,"(1) Yes, (2) No, (3) No"
20,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They called and worked with me to fix it so that it would look perfect .""
Question: In the event ""fix"", does the state of the participant ""it"" change?
Answer: ",No,Yes,"(1) No, the state of the participant ""it"" does not change"
21,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Your fellow employees asked for everyone from Britney Spears to George Bush .""
Question: In the event ""asked"", does the state of the participant ""employees"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
22,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""sorry , i left lou off of the message .""
Question: In the event ""left"", does the state of the participant ""i"" change?
Answer: ",No,No,(1) No
23,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Yes , there is a 100 year - old Israeli - Arab conflict , but it is not where the main show is .""
Question: In the event ""is"", does the state of the participant ""conflict"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
24,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""MFJ Inc transformed our run down back yard into a place of beauty .""
Question: In the event ""transformed"", does the state of the participant ""Inc"" change?
Answer: ",No,No,(1) No
25,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I have a few entities that may need to change groups or be assigned to a group .""
Question: In the event ""have"", does the state of the participant ""entities"" change?
Answer: ",No,No,Entities do not change state
26,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""This sounds better than the limitations you were describing in the meeting .""
Question: In the event ""describing"", does the state of the participant ""you"" change?
Answer: ",Yes,No,"(1) Yes, (2) No"
27,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""i need to now get a job at house of pies b/c that is the only way to pay the bills .""
Question: In the event ""need"", does the state of the participant ""i"" change?
Answer: ",Yes,Yes,"(1) Yes, (2) No"
