,model,exp_type,prompt,pred,true,response
0,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""It is the marrying off of young girls to older men often close relatives that enfurates me .""
In the event ""enfurates"", does the state of the participant ""marrying"" change?
No
Sentence: ""I put my foot in the water and it was cool .""
In the event ""put"", does the state of the participant ""I"" change?
Yes
Sentence: ""From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation .""
In the event ""found"", does the state of the participant ""staff"" change?
No
Sentence: ""Dessert was ... hmmm , that 's interesting , I do n't even remember dessert .""
In the event ""remember"", does the state of the participant ""I"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""It is the marrying off of young girls to older men often close relatives that enfurates me.""
In the event ""enfurates"", does the state of the participant ""marrying"" change?
No
Sentence: ""I put my foot in the water and it was cool.""
In the event ""put"", does the state of the participant ""I"" change?
Yes
Sentence: ""From my first encounter at check in to my regrettable check out I found the staff and facility to exceed my expectation.""
In the event ""found"", does the state of the participant ""staff"" change?
No
Sentence: ""Dessert was... hmmm, that's interesting, I don't even remember dessert.""
In the event ""remember"", does the state of the participant ""I"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"", does the state of the participant ""cook"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"", does the state of the participant ""cook"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"", does the state of the participant ""cook"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"", does the state of the participant ""cook"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"", does the state of the participant ""cook"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"", does the state of the participant ""cook"" change?
Yes
Sentence: ""I am a very good cook.""
In the event ""I"
1,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""The bombings implicated Muslims , and exacerbated regional tensions which the Bush regime and its friends wearing the brass in the Philippine military sought to exploit .""
In the event ""implicated"", does the state of the participant ""bombings"" change?
No
Sentence: ""Prices for electricity jumped from an average of $ 249 a megawatt to $ 700 a megawatt within three days , ISO records show .""
In the event ""jumped"", does the state of the participant ""Prices"" change?
Yes
Sentence: ""From the moment you enter the restaurant , you know you are some place special .""
In the event ""know"", does the state of the participant ""you"" change?
Yes
Sentence: ""they fixed my garage doors in literally less than an hour .""
In the event ""fixed"", does the state of the participant ""doors"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The bombings implicated Muslims, and exacerbated regional tensions which the Bush regime and its friends wearing the brass in the Philippine military sought to exploit.""
In the event ""implicated"", does the state of the participant ""bombings"" change?
No
Sentence: ""Prices for electricity jumped from an average of $ 249 a megawatt to $ 700 a megawatt within three days, ISO records show.""
In the event ""jumped"", does the state of the participant ""Prices"" change?
Yes
Sentence: ""From the moment you enter the restaurant, you know you are some place special.""
In the event ""know"", does the state of the participant ""you"" change?
Yes
Sentence: ""they fixed my garage doors in literally less than an hour.""
In the event ""fixed"", does the state of the participant ""doors"" change?
Yes
Sentence: ""The first time I saw him, I thought he was a ghost.""
In the event ""thought"", does the state of the participant ""him"" change?
Yes
Sentence: ""I was so excited I could hardly stand it.""
In the event ""stood"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was so excited I could hardly stand it.""
In the event ""stood"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was so excited I could hardly stand it.""
In the event ""stood"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was so excited I could hardly stand it.""
In the event ""stood"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was so excited I could hardly stand it.""
In the event ""stood"
2,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said the agency has established viable wolf packs in the northern Rockies , as required by federal regulations .""
In the event ""said"", does the state of the participant ""Bangs"" change?
No
Sentence: ""I enjoyed your recent e-mail but was sorry to hear about your dad .""
In the event ""enjoyed"", does the state of the participant ""e-mail"" change?
No
Sentence: ""No water needed ( as with tablets or capsules )""
In the event ""needed"", does the state of the participant ""water"" change?
No
Sentence: ""It is the marrying off of young girls to older men often close relatives that enfurates me .""
In the event ""enfurates"", does the state of the participant ""marrying"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said the agency has established viable wolf packs in the northern Rockies, as required by federal regulations.""
In the event ""said"", does the state of the participant ""Bangs"" change?
No
Sentence: ""I enjoyed your recent e-mail but was sorry to hear about your dad.""
In the event ""enjoyed"", does the state of the participant ""e-mail"" change?
No
Sentence: ""No water needed ( as with tablets or capsules )""
In the event ""needed"", does the state of the participant ""water"" change?
No
Sentence: ""It is the marrying off of young girls to older men often close relatives that enfurates me.""
In the event ""enfurates"", does the state of the participant ""marrying"" change?
No
Sentence: ""I am not a fan of the new president but I am not a fan of the new president either.""
In the event ""fan"", does the state of the participant ""president"" change?
No
Sentence: ""I am not a fan of the new president but I am not a fan of the new president either.""
In the event ""fan"", does the state of the participant ""president"" change?
No
Sentence: ""I am not a fan of the new president but I am not a fan of the new president either.""
In the event ""fan"", does the state of the participant ""president"" change?
No
Sentence: ""I am not a fan of the new president but I am not a fan of the new president either.""
In the event ""fan"", does the state of the participant ""president"" change?
No
Sentence: ""I am not a fan of the new president but I am not a fan of the new president either.""
In the"
3,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""Al - Sharq al - Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died .""
In the event ""died"", does the state of the participant ""eyewitness"" change?
Yes
Sentence: ""Mine learned to "" go to the bathroom "" only in their cages and loved to ride on my shoulder or hang out in my hoodie pouch .""
In the event ""learned"", does the state of the participant ""Mine"" change?
Yes
Sentence: ""Loads of places have geographical hazards , if you are constantly paranoid , you 'll never get anywhere without a sense of adventure .""
In the event ""have"", does the state of the participant ""Loads"" change?
No
Sentence: ""Dr. Obina told me that his office closed at noon and that I should call him on Monday .""
In the event ""closed"", does the state of the participant ""office"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Al - Sharq al - Awsat reports that a key eyewitness in the trial of Saddam Hussein for a 1982 massacre at Dujail has died.""
In the event ""died"", does the state of the participant ""eyewitness"" change?
Yes
Sentence: ""Mine learned to "" go to the bathroom "" only in their cages and loved to ride on my shoulder or hang out in my hoodie pouch.""
In the event ""learned"", does the state of the participant ""Mine"" change?
Yes
Sentence: ""Loads of places have geographical hazards, if you are constantly paranoid, you 'll never get anywhere without a sense of adventure.""
In the event ""have"", does the state of the participant ""Loads"" change?
No
Sentence: ""Dr. Obina told me that his office closed at noon and that I should call him on Monday.""
In the event ""closed"", does the state of the participant ""office"" change?
Yes
Sentence: ""I'm not a fan of the new "" sport "", but I'm a fan of the old "" sport "", so I'm going to "" watch "" the new "" sport "".""
In the event ""new"", does the state of the participant ""sport"" change?
Yes
Sentence: ""I'm not a fan of the new "" sport "", but I'm a fan of the old "" sport "", so I'm going to "" watch "" the new "" sport "".""
In the event ""old"", does the state of the participant ""sport"" change?
Yes
Sentence: ""I'm not a fan of the new "" sport "", but I'm a fan of the old "" sport "", so I'm going to "" watch "" the new "" sport "".""
In"
4,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""By the late 1990s , Iraq had no nuclear or biological weapons program , and had destroyed its chemical weapons stockpiles .""
In the event ""destroyed"", does the state of the participant ""stockpiles"" change?
Yes
Sentence: ""She said a shower would be grand .""
In the event ""said"", does the state of the participant ""She"" change?
No
Sentence: ""they fixed my garage doors in literally less than an hour .""
In the event ""fixed"", does the state of the participant ""doors"" change?
Yes
Sentence: ""You have two screws that attach the sight to the wang .""
In the event ""have"", does the state of the participant ""You"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""By the late 1990s, Iraq had no nuclear or biological weapons program, and had destroyed its chemical weapons stockpiles.""
In the event ""destroyed"", does the state of the participant ""stockpiles"" change?
Yes
Sentence: ""She said a shower would be grand.""
In the event ""said"", does the state of the participant ""She"" change?
No
Sentence: ""they fixed my garage doors in literally less than an hour.""
In the event ""fixed"", does the state of the participant ""doors"" change?
Yes
Sentence: ""You have two screws that attach the sight to the wang.""
In the event ""have"", does the state of the participant ""You"" change?
No
Sentence: ""I have a friend who is a professional photographer.""
In the event ""have"", does the state of the participant ""friend"" change?
Yes
Sentence: ""I have a friend who is a professional photographer.""
In the event ""have"", does the state of the participant ""friend"" change?
No
Sentence: ""I have a friend who is a professional photographer.""
In the event ""have"", does the state of the participant ""friend"" change?
Yes
Sentence: ""I have a friend who is a professional photographer.""
In the event ""have"", does the state of the participant ""friend"" change?
No
Sentence: ""I have a friend who is a professional photographer.""
In the event ""have"", does the state of the participant ""friend"" change?
Yes
Sentence: ""I have a friend who is a professional photographer.""
In the event ""have"", does the state of the participant ""friend"" change?
No
Sentence: ""I have a friend who is a professional photographer.""
In the event"
5,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""On the one hand , the IPN report agreed "" Climate models generally predict that the temperature rises in the Arctic will substantially exceed the global rise .""
In the event ""exceed"", does the state of the participant ""rise"" change?
Yes
Sentence: ""He dated a beautiful young woman working on the campaign .""
In the event ""dated"", does the state of the participant ""He"" change?
Yes
Sentence: ""Iran is encircled by Afghanistan , by the Gulf States , Iraq and the Moslem republics of the former Soviet Union .""
In the event ""encircled"", does the state of the participant ""Iran"" change?
Yes
Sentence: ""Previous reviewers said they were pushy and I can understand that , but I find the staff more helpful than anything else .""
In the event ""understand"", does the state of the participant ""I"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""On the one hand, the IPN report agreed "" Climate models generally predict that the temperature rises in the Arctic will substantially exceed the global rise.""
In the event ""exceed"", does the state of the participant ""rise"" change?
Yes
Sentence: ""He dated a beautiful young woman working on the campaign.""
In the event ""dated"", does the state of the participant ""He"" change?
Yes
Sentence: ""Iran is encircled by Afghanistan, by the Gulf States, Iraq and the Moslem republics of the former Soviet Union.""
In the event ""encircled"", does the state of the participant ""Iran"" change?
Yes
Sentence: ""Previous reviewers said they were pushy and I can understand that, but I find the staff more helpful than anything else.""
In the event ""understand"", does the state of the participant ""I"" change?
Yes
Sentence: ""The first thing I noticed was the smell of the coffee.""
In the event ""smell"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was surprised to see that the room was so clean.""
In the event ""clean"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was surprised to see that the room was so clean.""
In the event ""clean"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was surprised to see that the room was so clean.""
In the event ""clean"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was surprised to see that the room was so clean.""
In the event ""clean"", does the state of the participant ""I"" change?
Yes
Sentence: ""I was surprised to"
6,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free .""
In the event ""have"", does the state of the participant ""opportunity"" change?
No
Sentence: ""they use them to look prickly .. would you try to eat a cactus [ if u had no knife ] i know i would nt .""
In the event ""eat"", does the state of the participant ""cactus"" change?
Yes
Sentence: ""They kill people .""
In the event ""kill"", does the state of the participant ""people"" change?
Yes
Sentence: ""The web site is""
In the event ""is"", does the state of the participant ""site"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free.""
In the event ""have"", does the state of the participant ""opportunity"" change?
No
Sentence: ""they use them to look prickly.. would you try to eat a cactus [ if u had no knife ] i know i would nt.""
In the event ""eat"", does the state of the participant ""cactus"" change?
Yes
Sentence: ""They kill people.""
In the event ""kill"", does the state of the participant ""people"" change?
Yes
Sentence: ""The web site is""
In the event ""is"", does the state of the participant ""site"" change?
Yes
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free.""
In the event ""pick up"", does the state of the participant ""6 year old"" change?
Yes
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free.""
In the event ""pick up"", does the state of the participant ""6 year old"" change?
Yes
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free.""
In the event ""pick up"", does the state of the participant ""6 year old"" change?
Yes
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free.""
In the event ""pick up"", does the state of the participant ""6 year old"" change?
Yes
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free.""
In the event ""pick up"", does the state of the participant ""6 year old"" change?
Yes
Sentence: ""I have the opportunity to pick"
7,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""He eats all of his grain but it just takes him a while to get it chewed because of the lack of muscle in his jaws .""
In the event ""eats"", does the state of the participant ""all"" change?
Yes
Sentence: ""There is no pleasure in having nothing to do ; the fun is in having lots to do and not doing it .""
In the event ""is"", does the state of the participant ""pleasure"" change?
No
Sentence: ""He said it was the same tire , and verified this , after checking both the actual tire on my car and my service papers from earlier in the week .""
In the event ""said"", does the state of the participant ""He"" change?
No
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .""
In the event ""struck"", does the state of the participant ""him"" change?",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""He eats all of his grain but it just takes him a while to get it chewed because of the lack of muscle in his jaws.""
In the event ""eats"", does the state of the participant ""all"" change?
Yes
Sentence: ""There is no pleasure in having nothing to do ; the fun is in having lots to do and not doing it.""
In the event ""is"", does the state of the participant ""pleasure"" change?
No
Sentence: ""He said it was the same tire, and verified this, after checking both the actual tire on my car and my service papers from earlier in the week.""
In the event ""said"", does the state of the participant ""He"" change?
No
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.""
In the event ""struck"", does the state of the participant ""him"" change?
No
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.""
In the event ""struck"", does the state of the participant ""him"" change?
No
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.""
In the event ""struck"", does the state of the participant ""him"" change?
No
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.""
In the event ""struck"", does the state of the participant ""him"" change?
No
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.""
"
8,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""A state Senate committee is set today to start serving 16 subpoenas on electricity producers and officials who manage California 's energy grid to determine whether they acted in concert to manipulate energy prices .""
In the event ""serving"", does the state of the participant ""subpoenas"" change?
No
Sentence: ""Damage estimates of more than $ 25 bn suggest it could be the US insurance industry 's most expensive natural disaster ever .""
In the event ""suggest"", does the state of the participant ""estimates"" change?
No
Sentence: """" Nobody thinks that there will be a lot of oil and gas in this part of the world , "" he said .""
In the event ""said"", does the state of the participant ""he"" change?
No
Sentence: ""It is the marrying off of young girls to older men often close relatives that enfurates me .""
In the event ""enfurates"", does the state of the participant ""marrying"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""A state Senate committee is set today to start serving 16 subpoenas on electricity producers and officials who manage California's energy grid to determine whether they acted in concert to manipulate energy prices.""
In the event ""serving"", does the state of the participant ""subpoenas"" change?
No
Sentence: ""Damage estimates of more than $ 25 bn suggest it could be the US insurance industry's most expensive natural disaster ever.""
In the event ""suggest"", does the state of the participant ""estimates"" change?
No
Sentence: """" Nobody thinks that there will be a lot of oil and gas in this part of the world, "" he said.""
In the event ""said"", does the state of the participant ""he"" change?
No
Sentence: ""It is the marrying off of young girls to older men often close relatives that enfurates me.""
In the event ""enfurates"", does the state of the participant ""marrying"" change?
No
Sentence: ""The state of California's energy crisis is a result of the state's own policies and actions.""
In the event ""result"", does the state of the participant ""policies"" change?
No
Sentence: ""The state of California's energy crisis is a result of the state's own policies and actions.""
In the event ""policies"", does the state of the participant ""actions"" change?
No
Sentence: ""The state of California's energy crisis is a result of the state's own policies and actions.""
In the event ""actions"", does the state of the participant ""policies"" change?
No
Sentence: ""The state of California's energy crisis is a result of the state's own policies and actions.""
In the event ""polic"
9,gpt_neo_2.7b,change_of_state_prefix_3,"Answer this yes-no question about the following sentence.
Sentence: ""We need to change the Prod Description fro the LME Product .""
In the event ""change"", does the state of the participant ""Description"" change?
Yes
Sentence: ""I detect the hissing lisp of the lying serpent in this article .""
In the event ""detect"", does the state of the participant ""lisp"" change?
No
Sentence: ""I have my paralegal gathering the pleadings Enron requested .""
In the event ""requested"", does the state of the participant ""Enron"" change?
No
Sentence: ""This draft reflects the changes we discussed during our call the other day .""
In the event ""reflects"", does the state of the participant ""changes"" change?",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""We need to change the Prod Description fro the LME Product.""
In the event ""change"", does the state of the participant ""Description"" change?
Yes
Sentence: ""I detect the hissing lisp of the lying serpent in this article.""
In the event ""detect"", does the state of the participant ""lisp"" change?
No
Sentence: ""I have my paralegal gathering the pleadings Enron requested.""
In the event ""requested"", does the state of the participant ""Enron"" change?
No
Sentence: ""This draft reflects the changes we discussed during our call the other day.""
In the event ""reflects"", does the state of the participant ""changes"" change?
Yes
Sentence: ""I have a meeting with the CEO at 10:00 am.""
In the event ""meeting"", does the state of the participant ""CEO"" change?
No
Sentence: ""I have a meeting with the CFO at 10:00 am.""
In the event ""meeting"", does the state of the participant ""CFO"" change?
No
Sentence: ""I have a meeting with the COO at 10:00 am.""
In the event ""meeting"", does the state of the participant ""COO"" change?
No
Sentence: ""I have a meeting with the CFO at 10:00 am.""
In the event ""meeting"", does the state of the participant ""CFO"" change?
No
Sentence: ""I have a meeting with the COO at 10:00 am.""
In the event ""meeting"", does the state of the participant ""COO"" change?
No
Sentence: ""I have a meeting with the CFO at 10:00 am.""
In the event """
