,model,exp_type,prompt,pred,true,response
0,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""The classes cover all age and skill ranges , with BALLROOM , LATIN , SEQUENCE , STREET , DISCO , LINE DANCING , BALLET , TAP & JAZZ .""
Question: In the event ""cover"", does the participant ""ranges"" act with volition?
Answer: No
Sentence: ""I remain convinced that if we can just get the facts in front of people they will modulate their approach .""
Question: In the event ""remain"", does the participant ""I"" act with volition?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The classes cover all age and skill ranges, with BALLROOM, LATIN, SEQUENCE, STREET, DISCO, LINE DANCING, BALLET, TAP & JAZZ.""
Question: In the event ""cover"", does the participant ""ranges"" act with volition?
Answer: No
Sentence: ""I remain convinced that if we can just get the facts in front of people they will modulate their approach.""
Question: In the event ""remain"", does the participant ""I"" act with volition?
Answer:  Yes

A:

The answer to your question is yes.
The word ""cover"" is a transitive verb, meaning that it requires an object.  The object of the verb ""cover"" is ""ranges"".  The object of the verb ""remain"" is ""I"".
The"
1,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""Marly asked me to respond to you .""
Question: In the event ""asked"", does the participant ""Marly"" act with volition?
Answer: Yes
Sentence: ""The bear dwarfed the 6 - foot - 1 Mr. Parenteau , knocking him to the ground , he said .""
Question: In the event ""dwarfed"", does the participant ""Parenteau"" act with volition?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""Marly asked me to respond to you.""
Question: In the event ""asked"", does the participant ""Marly"" act with volition?
Answer: Yes
Sentence: ""The bear dwarfed the 6 - foot - 1 Mr. Parenteau, knocking him to the ground, he said.""
Question: In the event ""dwarfed"", does the participant ""Parenteau"" act with volition?
Answer: 

A:

The answer to your question is yes.
The verb ""ask"" is intransitive, and the verb ""asked"" is transitive.
The verb ""asked"" is a verb of the third person singular, and the verb ""asked"" is a verb of the third person singular.
The verb ""asked"" is a verb of the third person singular, and the verb ""asked"""
2,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I promise you that if you follow the directions exactly that you will start making more money than you thought possible by doing something so easy !!""
Question: In the event ""follow"", does the participant ""directions"" act with volition?
Answer: No
Sentence: ""The poor quality starts at the receptionist desk , where the staff is very impatient and lack the efficiency I once loved about the office .""
Question: In the event ""lack"", does the participant ""efficiency"" act with volition?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I promise you that if you follow the directions exactly that you will start making more money than you thought possible by doing something so easy!!""
Question: In the event ""follow"", does the participant ""directions"" act with volition?
Answer: No
Sentence: ""The poor quality starts at the receptionist desk, where the staff is very impatient and lack the efficiency I once loved about the office.""
Question: In the event ""lack"", does the participant ""efficiency"" act with volition?
Answer:  No

A:

The answer to your question is no.
The word ""directions"" is a noun, and nouns do not have volition.
The word ""follow"" is a verb, and verbs do not have volition.
The word ""lack"" is a verb, and verbs do not have volition.
The"
3,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""The limited menu had few appetizing options and the NYE special packages were way overpriced .""
Question: In the event ""had"", does the participant ""options"" act with volition?
Answer: No
Sentence: ""I found this on a bulletin board and decided to try it : I do n't care about the useless pre-fabricated crap this message usually says .""
Question: In the event ""found"", does the participant ""this"" act with volition?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The limited menu had few appetizing options and the NYE special packages were way overpriced.""
Question: In the event ""had"", does the participant ""options"" act with volition?
Answer: No
Sentence: ""I found this on a bulletin board and decided to try it : I don't care about the useless pre-fabricated crap this message usually says.""
Question: In the event ""found"", does the participant ""this"" act with volition?
Answer:  Yes

A:

The answer to your question is yes.
The verb ""had"" is a past tense verb, and the past tense of ""to have"" is ""had"".
The verb ""found"" is a present tense verb, and the present tense of ""to find"" is ""find"".
The verb ""decided"" is a present tense verb, and the"
4,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""Hiller asked , inquiring about Gen. Pervaiz Musharraf , who seized control of the country October 12 .""
Question: In the event ""seized"", does the participant ""Musharraf"" act with volition?
Answer: Yes
Sentence: ""The next day , the federal commission killed the new pricing plan .""
Question: In the event ""killed"", does the participant ""commission"" act with volition?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Hiller asked, inquiring about Gen. Pervaiz Musharraf, who seized control of the country October 12.""
Question: In the event ""seized"", does the participant ""Musharraf"" act with volition?
Answer: Yes
Sentence: ""The next day, the federal commission killed the new pricing plan.""
Question: In the event ""killed"", does the participant ""commission"" act with volition?
Answer: 

A:

The answer to your question is yes.
The word ""seized"" is a verb, and the word ""inquiring"" is a verb.
The word ""killed"" is a verb, and the word ""commission"" is a noun.
The word ""asked"" is a verb, and the word ""inquiring"" is a verb.
The word ""the"" is a determin"
5,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I guess they figured me for an easy mark , and tried to explain that my car would n't pass unless I replaced a hose .""
Question: In the event ""figured"", does the participant ""me"" act with volition?
Answer: No
Sentence: ""I came to find out the person was the hotel OWNER also .""
Question: In the event ""came"", does the participant ""I"" act with volition?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I guess they figured me for an easy mark, and tried to explain that my car wouldn't pass unless I replaced a hose.""
Question: In the event ""figured"", does the participant ""me"" act with volition?
Answer: No
Sentence: ""I came to find out the person was the hotel OWNER also.""
Question: In the event ""came"", does the participant ""I"" act with volition?
Answer:  Yes

A:

The answer to your question is yes.
The word ""figure"" is a verb, and the subject of the sentence is ""they"".  The subject of the verb ""figure"" is the person who figures.  The subject of the verb ""figure"" is the person who figures.  The subject of the verb ""figure"" is the person who figures.  The subject of the verb ""figure"""
6,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I hope you do n't change your mind about going to the wedding Sunday .""
Question: In the event ""hope"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""**** sigh **** not trying to sound snooty or stuck up but I mean really !""
Question: In the event ""mean"", does the participant ""I"" act with volition?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I hope you don't change your mind about going to the wedding Sunday.""
Question: In the event ""hope"", does the participant ""I"" act with volition?
Answer: Yes
Sentence: ""**** sigh **** not trying to sound snooty or stuck up but I mean really!""
Question: In the event ""mean"", does the participant ""I"" act with volition?
Answer:  Yes

A:

Yes, the ""I"" in the sentence ""I hope you don't change your mind about going to the wedding Sunday."" is acting with volition.
The ""I"" in the sentence ""I hope you don't change your mind about going to the wedding Sunday."" is the subject of the sentence.  The subject is the person who is doing the action.  The subject is the person who is acting with volition"
7,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""The Ten Degree Channel divides the Andamans , which are the larger and more heavily populated northern islands , from the 20 or so Nicobar Islands in the south .""
Question: In the event ""divides"", does the participant ""Channel"" act with volition?
Answer: No
Sentence: ""They kept the name Oracle and created the RDBMS engine .""
Question: In the event ""created"", does the participant ""engine"" act with volition?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""The Ten Degree Channel divides the Andamans, which are the larger and more heavily populated northern islands, from the 20 or so Nicobar Islands in the south.""
Question: In the event ""divides"", does the participant ""Channel"" act with volition?
Answer: No
Sentence: ""They kept the name Oracle and created the RDBMS engine.""
Question: In the event ""created"", does the participant ""engine"" act with volition?
Answer:  Yes

A:

The answer to the first question is no. The participant ""Channel"" is not acting with volition.
The answer to the second question is yes. The participant ""engine"" is acting with volition.
The answer to the third question is no. The participant ""Oracle"" is not acting with volition.
The answer to the fourth question is yes. The participant """
8,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: """" There have no business being there unless they are undermining Pakistan , '' says a Pakistani official .""
Question: In the event ""undermining"", does the participant ""Pakistan"" act with volition?
Answer: No
Sentence: ""The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas .""
Question: In the event ""detected"", does the participant ""Americans"" act with volition?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: """" There have no business being there unless they are undermining Pakistan, '' says a Pakistani official.""
Question: In the event ""undermining"", does the participant ""Pakistan"" act with volition?
Answer: No
Sentence: ""The Americans detected the attempt to infiltrate the urban areas and were already redeploying troops from the rural areas.""
Question: In the event ""detected"", does the participant ""Americans"" act with volition?
Answer:  No

A:

The answer to your question is no.
The word ""undermine"" is a verb, and the subject of the sentence is ""Pakistan"".  The verb ""undermine"" is intransitive, meaning that it does not have a direct object.  The subject of the verb ""undermine"" is the object of the preposition ""by"".  The object of the preposition ""by"" is"
9,gpt_j,volition_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""My cat had a seizure yesterday and was ill .""
Question: In the event ""had"", does the participant ""cat"" act with volition?
Answer: No
Sentence: ""Newer semi-automatic wangs have a rail built into the receiver under the shaft .""
Question: In the event ""have"", does the participant ""wangs"" act with volition?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""My cat had a seizure yesterday and was ill.""
Question: In the event ""had"", does the participant ""cat"" act with volition?
Answer: No
Sentence: ""Newer semi-automatic wangs have a rail built into the receiver under the shaft.""
Question: In the event ""have"", does the participant ""wangs"" act with volition?
Answer:  Yes

A:

The answer to your question is yes.
The word ""had"" is a past tense of the verb ""to have"".  The past tense of ""have"" is ""had"".  The past tense of ""have"" is ""had"".  The past tense of ""have"" is ""had"".  The past tense of ""have"" is ""had"".  The past tense of ""have"" is ""had"".  The past tense of ""have"" is """
