,model,exp_type,prompt,pred,true,response,Unnamed: 0
0,t5,volition_prefix_0,"question: In the event ""curbing"", does the participant ""activity"" act with volition? context: ""'' President Musharraf promised to help us and cooperate with us on curbing terrorist activity by the Taliban , '' says Karzai ."" </s>",other,No,volition,0.0
1,t5,volition_prefix_0,"question: In the event ""named"", does the participant ""Holinshed"" act with volition? context: ""The mysterious RAPHAEL Holinshed was named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio who painted _ St. George Fighting the Dragon _ ( 1504 - 06 )"" </s>",other,No,named for the mysterious Neoplatonic Italian painter RAPHAEL Sanzio,1.0
2,t5,volition_prefix_0,"question: In the event ""driven"", does the participant ""bears"" act with volition? context: """" Should the Arctic Ocean become ice - free in summer , it is likely that polar bears and some seal species would be driven toward extinction , "" the report concluded ."" </s>",other,No,polar bears,2.0
3,t5,volition_prefix_0,"question: In the event ""marginalized"", does the participant ""They"" act with volition? context: ""They were from all accounts marginalized and not listened to ."" </s>",No,No,not listened to,3.0
4,t5,volition_prefix_0,"question: In the event ""has"", does the participant ""hurdles"" act with volition? context: ""NASA has some PR hurdles to overcome in the future ."" </s>",other,No,PR,4.0
5,t5,volition_prefix_0,"question: In the event ""deliver"", does the participant ""they"" act with volition? context: ""And they deliver !"" </s>",other,Yes,they deliver,5.0
6,t5,volition_prefix_0,"question: In the event ""creates"", does the participant ""inequities"" act with volition? context: ""Denial of the status of marriage to those who would freely accept its responsibilities creates legal and economic inequities and social injustice ."" </s>",other,No,would freely accept its responsibilities,6.0
7,t5,volition_prefix_0,"question: In the event ""suck"", does the participant ""I"" act with volition? context: ""Either I suck at my own style or Janice is a genius ."" </s>",other,No,at my own style,7.0
8,t5,volition_prefix_0,"question: In the event ""thought"", does the participant ""I"" act with volition? context: ""I thought the UK was completely devoid of good NYC style pizza ."" </s>",other,Yes,thought the UK was completely devoid of good NYC style pizza,8.0
9,t5,volition_prefix_0,"question: In the event ""shows"", does the participant ""horseman"" act with volition? context: ""But if -- there 's a painting on the wall in the Oval Office that shows a horseman charging up a steep cliff , and there are at least two other horsemen following ."" </s>",other,No,horseman,9.0
10,t5,volition_prefix_0,"question: In the event ""is"", does the participant ""painting"" act with volition? context: ""There is a painting on my wall in the Oval -- first of all , I do n't know ."" </s>",other,No,.,10.0
11,t5,volition_prefix_0,"question: In the event ""fall"", does the participant ""they"" act with volition? context: ""A NATO spokesman said : "" There 's no tracking mechanism to ensure they do n't fall into the wrong hands ."" </s>",other,No,they don't fall into the wrong hands,11.0
12,t5,volition_prefix_0,"question: In the event ""need"", does the participant ""they"" act with volition? context: ""they all need love and attn , food , proper surroundings etc ."" </s>",other,No,need,12.0
13,t5,volition_prefix_0,"question: In the event ""expect"", does the participant ""I"" act with volition? context: """" I hope that industry , if put to the test , can do better [ than the government ] , but I do not expect it , "" Griffin added ."" </s>",No,Yes,I do not expect it,13.0
14,t5,volition_prefix_0,"question: In the event ""had"", does the participant ""cat"" act with volition? context: ""My cat had a seizure yesterday and was ill ."" </s>",other,No,cat,14.0
15,t5,volition_prefix_0,"question: In the event ""beats"", does the participant ""Leonardo"" act with volition? context: ""1575 Leonardo beats Ruy Lopez in Madrid ."" </s>",other,Yes,Leonardo,15.0
16,t5,volition_prefix_0,"question: In the event ""think"", does the participant ""I"" act with volition? context: ""I think they may even be better than the pair I have been using this past year !"" </s>",other,Yes,"""I think they may even be better than the pair I have been using this past year ",16.0
17,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""concern"" act with volition? context: ""I have a concern that the Enron optionality bug could bite us on the backside with that one ."" </s>",other,No,concern,17.0
18,t5,volition_prefix_0,"question: In the event ""extend"", does the participant ""hand"" act with volition? context: ""I extend my hand to each of you in true friendship , and honor ."" </s>",other,No,extend,18.0
19,t5,volition_prefix_0,"question: In the event ""suffers"", does the participant ""he"" act with volition? context: ""But he suffers the severe effects of the aftermath , and we are all suffering along with him now , since he is the most powerful man in the world ."" </s>",other,No,he,19.0
20,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""economists"" act with volition? context: ""Two vaunted economists - one a Nobel Prize winner and the other a nationally renowned budget expert - have analyzed the data at hand and put a price tag on the Iraq occupation ."" </s>",other,Yes,put a price tag on the Iraq occupation,20.0
21,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""I"" act with volition? context: ""I have two cats , and at first they hissed at each other because cats are very territorial , but now they do fight and play ."" </s>",other,Yes,two cats,21.0
22,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""You"" act with volition? context: ""You have two adjustment screws for up and down and right to left positions ."" </s>",other,Yes,two adjustment screws,22.0
23,t5,volition_prefix_0,"question: In the event ""received"", does the participant ""treatment"" act with volition? context: ""Cities such as Falluja received special treatment from Saddam and enjoyed a disproportionate share of the country 's wealth and power ."" </s>",other,No,disproportionate share,23.0
24,t5,volition_prefix_0,"question: In the event ""had"", does the participant ""We"" act with volition? context: ""We had a large party , about fifty people or so , and yet everything was served quickly and we all had a wonderful time ."" </s>",other,Yes,"""We""",24.0
25,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""daughter"" act with volition? context: ""I have a new born daughter and she helped me with a lot ."" </s>",other,No,helped me with a lot,25.0
26,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""They"" act with volition? context: ""They have a credit card minimum ."" </s>",other,Yes,a credit card minimum,26.0
27,t5,volition_prefix_0,"question: In the event ""purchased"", does the participant ""BMW"" act with volition? context: ""I purchased a 2 - year old certified pre-owned BMW from this dealership ."" </s>",other,No,volition,27.0
28,t5,volition_prefix_0,"question: In the event ""had"", does the participant ""I"" act with volition? context: ""I had a sampler of IPA , Brawler , Love Stout & ESA ."" </s>",other,Yes,had a sampler,28.0
29,t5,volition_prefix_0,"question: In the event ""Attached"", does the participant ""forecast"" act with volition? context: ""Attached is a forecast for the rest of the summer for the X ( NWP and PGT ) ."" </s>",other,No,forecast for the rest of the summer,29.0
30,t5,volition_prefix_0,"question: In the event ""drove"", does the participant ""I"" act with volition? context: ""The night I drove back home , I found that the rear window has some leakage ."" </s>",other,Yes,drove back home,30.0
31,t5,volition_prefix_0,"question: In the event ""paying"", does the participant ""more"" act with volition? context: ""I ended up paying much more ."" </s>",other,No,paying much more,31.0
32,t5,volition_prefix_0,"question: In the event ""have"", does the participant ""cream"" act with volition? context: ""Any of the tip - top places have great ice - cream , get them to mix it up ."" </s>",other,No,get them to mix it up,32.0
