,model,exp_type,prompt,pred,true,response,Unnamed: 0
0,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull .""
Question: In the event ""has"", does the participant ""studios"" change in state?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull.""
Question: In the event ""has"", does the participant ""studios"" change in state?
Answer: 

A:

The new Centre has 4 studios planned and now boasts the largest single dance floor area in Kingston upon Hull.

The new Centre has 4 studios planned and now boasts",0.0
1,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""You want to bring something back with you from your deep space experience where you sensed your mind merging with the universal Mind .""
Question: In the event ""sensed"", does the participant ""you"" change in state?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""You want to bring something back with you from your deep space experience where you sensed your mind merging with the universal Mind.""
Question: In the event ""sensed"", does the participant ""you"" change in state?
Answer: 

A:

The sentence is grammatically correct, but it is not a sentence. It is a fragment of a sentence.
The sentence is incomplete. It is",1.0
2,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust .""
Question: In the event ""wrote"", does the participant ""post"" change in state?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop to this Cat Holocaust.""
Question: In the event ""wrote"", does the participant ""post"" change in state?
Answer: 

A:

The main reason I wrote this post is to ask anyone reading this if they know of some way I can help put a stop",2.0
3,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""As a result , your finances improve - and your newfound confidence could attract new love into your life .""
Question: In the event ""improve"", does the participant ""finances"" change in state?
Answer: 
",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""As a result, your finances improve - and your newfound confidence could attract new love into your life.""
Question: In the event ""improve"", does the participant ""finances"" change in state?
Answer: 

A:

The sentence is ambiguous. 

As a result, your finances improve - and your newfound confidence could attract new love into your life.

The first part of",3.0
4,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""A NATO spokesman said : "" There 's no tracking mechanism to ensure they do n't fall into the wrong hands .""
Question: In the event ""fall"", does the participant ""they"" change in state?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""A NATO spokesman said : "" There's no tracking mechanism to ensure they don't fall into the wrong hands.""
Question: In the event ""fall"", does the participant ""they"" change in state?
Answer: 

A:

The sentence is ambiguous. 

""There's no tracking mechanism to ensure they don't fall into the wrong hands.""

The subject of the",4.0
5,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""James Bateman came the day I called and fixed the problem quickly and efficiently .""
Question: In the event ""fixed"", does the participant ""problem"" change in state?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""James Bateman came the day I called and fixed the problem quickly and efficiently.""
Question: In the event ""fixed"", does the participant ""problem"" change in state?
Answer: 

Yes, the participant ""problem"" changes in state.
No, the participant ""problem"" does not change in state.

A:

The answer is No.
The sentence is ambiguous.
",5.0
6,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""They have unbeatable price in town and deliver on time .""
Question: In the event ""have"", does the participant ""They"" change in state?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""They have unbeatable price in town and deliver on time.""
Question: In the event ""have"", does the participant ""They"" change in state?
Answer: 

A:

The sentence is grammatically correct.

They have unbeatable price in town and deliver on time.

The subject of the sentence is ""They"".

They have unbeatable price in town.
",6.0
7,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I have two cats , and at first they hissed at each other because cats are very territorial , but now they do fight and play .""
Question: In the event ""have"", does the participant ""I"" change in state?
Answer: 
",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I have two cats, and at first they hissed at each other because cats are very territorial, but now they do fight and play.""
Question: In the event ""have"", does the participant ""I"" change in state?
Answer: 

A:

The answer is yes.
The sentence is a simple present tense sentence.
The present tense is used to describe a state that is",7.0
8,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""This defeats the purpose of using a Tradename .""
Question: In the event ""defeats"", does the participant ""purpose"" change in state?
Answer: 
",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""This defeats the purpose of using a Tradename.""
Question: In the event ""defeats"", does the participant ""purpose"" change in state?
Answer: 

A:

The sentence is ambiguous. 

This defeats the purpose of using a Tradename.

The first part of the sentence is a noun phrase, and the second part is a verb phrase. 
The",8.0
9,gpt_j,change_of_state_2_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Climate : Humans fuss , animals adjust""
Question: In the event ""adjust"", does the participant ""animals"" change in state?
Answer: 
",No,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Climate : Humans fuss, animals adjust""
Question: In the event ""adjust"", does the participant ""animals"" change in state?
Answer: 

A:

The answer is no.
The sentence is ambiguous. 

Climate : Humans fuss, animals adjust

The sentence can be interpreted in two ways.

Climate : Humans fuss, animals adjust
Climate : Humans fuss",9.0
