,model,exp_type,prompt,pred,true,response,Unnamed: 0
0,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""In January 1998 Fabio Tollis and Chiara Marino , both just 16 , disappeared .""
Question: In the event ""disappeared"", does the state of the participant ""Tollis"" change?
Answer: Yes
Sentence: ""you need to learn about white balance , composition , angle , and work on using the camera properly ...""
Question: In the event ""need"", does the state of the participant ""you"" change?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" I  was  born  in  the  year  of  the  dragon  ."" 
 Question :",0.0
1,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Liquidweb.com Rocks !!!""
Question: In the event ""Rocks"", does the state of the participant ""Liquidweb.com"" change?
Answer: No
Sentence: ""And the President becomes a Dictator , unrestrained by anything in the Constitution , backed up by the Armed Forces , which would be entirely under his personal control .""
Question: In the event ""becomes"", does the state of the participant ""President"" change?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  President  becomes  a  D ict ator  ,  unrest rained  by  anything  in",1.0
2,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""It was incorporated as a city on May 26 , 1955 .""
Question: In the event ""incorporated"", does the state of the participant ""It"" change?
Answer: Yes
Sentence: ""MFJ Inc transformed our run down back yard into a place of beauty .""
Question: In the event ""transformed"", does the state of the participant ""Inc"" change?
Answer: ",No,No,"No 
 Sent ence :  "" The  city  council  voted  to  approve  the  new  zoning  ordinance  ."" 
 Question",2.0
3,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Hundreds of people are feared dead in Mississippi , and the Louisiana city of New Orleans is badly flooded .""
Question: In the event ""flooded"", does the state of the participant ""city"" change?
Answer: Yes
Sentence: ""Once upon a time ( in 2001 , to be specific ) , the Coca - Cola corporation built a bottling plant in a small and remote Indian village in the state of Kerala .""
Question: In the event ""built"", does the state of the participant ""plant"" change?
Answer: ",No,Yes,"No 
 Sent ence :  "" The  Coca  -  Col a  corporation  built  a  bott ling  plant  in  a",3.0
4,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I have the opportunity to pick up a super nice 6 year old for free .""
Question: In the event ""pick"", does the state of the participant ""old"" change?
Answer: No
Sentence: ""I remain unhappy .""
Question: In the event ""remain"", does the state of the participant ""I"" change?
Answer: ",No,Yes,"No 
 Sent ence :  "" I  have  the  opportunity  to  pick  up  a  super  nice  6  year  old",4.0
5,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""You need either a filter for each device except the DSL modem , or a whole home filter which filters all the jacks , except the one which the DSL modem connects .""
Question: In the event ""filters"", does the state of the participant ""filter"" change?
Answer: No
Sentence: ""In Texas , BP shut its 460,000 barrels per day refinery and Marathon shut its 72,000 bpd plant .""
Question: In the event ""shut"", does the state of the participant ""plant"" change?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  company  has  shut  down  its  plant  in  the  city  of  B ij",5.0
6,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Following on the heels of Ben 's annoucement yesterday , I thought I 'd post that I have joined Google as well .""
Question: In the event ""joined"", does the state of the participant ""Google"" change?
Answer: No
Sentence: ""Brass melts at just under 2000 F which is a bright yellow heat , not red hot .""
Question: In the event ""melts"", does the state of the participant ""Brass"" change?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  sun  is  a  star ."" 
 Question :  In  the  event  """,6.0
7,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""A state Senate committee is set today to start serving 16 subpoenas on electricity producers and officials who manage California 's energy grid to determine whether they acted in concert to manipulate energy prices .""
Question: In the event ""manipulate"", does the state of the participant ""prices"" change?
Answer: Yes
Sentence: ""The store manager , Jim Smith , made an excellent tire recommendation for my newly acquired Lexus .""
Question: In the event ""made"", does the state of the participant ""recommendation"" change?
Answer: ",No,No,"No 
 Sent ence :  "" The  store  manager  ,  Jim  Smith  ,  made  an  excellent  tire  recommendation  for",7.0
8,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Records show that on Oct. 31 , power generators and electricity traders filed letters with the Federal Energy Regulatory Commission , demanding that the new plan be killed .""
Question: In the event ""killed"", does the state of the participant ""plan"" change?
Answer: Yes
Sentence: ""I love the location and the apartment !!""
Question: In the event ""love"", does the state of the participant ""location"" change?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" I  love  the  location  and  the  apartment  ! !"" 
 Question :  In",8.0
9,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They had a room with a $ 99 rate , which I booked .""
Question: In the event ""booked"", does the state of the participant ""I"" change?
Answer: No
Sentence: ""I hope you have a great summer .""
Question: In the event ""hope"", does the state of the participant ""I"" change?
Answer: ",No,No,"No 
 Sent ence :  "" I  am  going  to  the  store  ."" 
 Question :  In  the  event",9.0
