,model,exp_type,prompt,pred,true,response,Unnamed: 0
0,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""These look fine to me .""
Question: In the event ""look"", does the participant ""These"" act on purpose?
Answer: No
Sentence: ""the guy came on time and did n't take any breaks , he went straight to work and finished the job efficiently and promptly !""
Question: In the event ""finished"", does the participant ""job"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""These look fine to me.""
Question: In the event ""look"", does the participant ""These"" act on purpose?
Answer: No
Sentence: ""the guy came on time and didn't take any breaks, he went straight to work and finished the job efficiently and promptly!""
Question: In the event ""finished"", does the participant ""job"" act on purpose?
Answer:  Yes

A:

The answer to your question is yes.
The sentence ""These look fine to me"" is a question.
The sentence ""the guy came on time and didn't take any breaks, he went straight to work and finished the job efficiently and promptly!"" is a statement.
The sentence ""In the event 'look', does the participant 'These' act on purpose?"" is a question.
The sentence ""In the event 'finished', does the",0.0
1,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""We called our representative who assured me he would call the office and have it taken care of .""
Question: In the event ""assured"", does the participant ""representative"" act on purpose?
Answer: Yes
Sentence: ""A pattern of arrests and seizures indicate that arms are brought by the LTTE from Laos , Cambodia and Thailand into Chittagong , from where they are transported northward by land to Bhutan .""
Question: In the event ""transported"", does the participant ""they"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""We called our representative who assured me he would call the office and have it taken care of.""
Question: In the event ""assured"", does the participant ""representative"" act on purpose?
Answer: Yes
Sentence: ""A pattern of arrests and seizures indicate that arms are brought by the LTTE from Laos, Cambodia and Thailand into Chittagong, from where they are transported northward by land to Bhutan.""
Question: In the event ""transported"", does the participant ""they"" act on purpose?
Answer:  Yes

A:

Yes, the representative acts on purpose.
The representative is a person, and a person acts on purpose.
The representative is a person, and a person acts on purpose.
The representative is a person, and a person acts on purpose.
The representative is a person, and a person acts on purpose.",1.0
2,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I get that careless teenager kind of treatment from some of their staff ... perhaps they should hire more serious adults to help serve / cook .""
Question: In the event ""get"", does the participant ""I"" act on purpose?
Answer: No
Sentence: ""They fixed the queso !""
Question: In the event ""fixed"", does the participant ""They"" act on purpose?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I get that careless teenager kind of treatment from some of their staff... perhaps they should hire more serious adults to help serve / cook.""
Question: In the event ""get"", does the participant ""I"" act on purpose?
Answer: No
Sentence: ""They fixed the queso!""
Question: In the event ""fixed"", does the participant ""They"" act on purpose?
Answer:  Yes

A:

The answer to your question is yes.
The reason is that the sentence is a question, and the question is about the speaker's state of mind.
The speaker is asking whether the speaker is getting the kind of treatment that the speaker thinks is careless.
The speaker is not asking whether the speaker is getting the kind of treatment that the speaker thinks is careless.
The speaker is not asking whether the speaker is getting the kind of treatment that the",2.0
3,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""It 's located in the huge HONKA Log Homes building , by Walmart off of Evergreen Parkway .""
Question: In the event ""located"", does the participant ""It"" act on purpose?
Answer: No
Sentence: ""Mark Elliott tells me that you drafted some trader guidelines ( physical and financial ) for the London traders .""
Question: In the event ""tells"", does the participant ""Elliott"" act on purpose?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""It's located in the huge HONKA Log Homes building, by Walmart off of Evergreen Parkway.""
Question: In the event ""located"", does the participant ""It"" act on purpose?
Answer: No
Sentence: ""Mark Elliott tells me that you drafted some trader guidelines ( physical and financial ) for the London traders.""
Question: In the event ""tells"", does the participant ""Elliott"" act on purpose?
Answer:  No

A:

The answer to your question is no.
The word ""located"" is a verb, and it is used to describe the location of something. 
The word ""tells"" is a verb, and it is used to describe the action of telling someone something.
The word ""it"" is a pronoun, and it is used to refer to a person or thing.
The word",3.0
4,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""I have no doubt that the civilized world will prevail .""
Question: In the event ""have"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""The millions who died in the Iran - Iraq war had nothing to do with Israel .""
Question: In the event ""died"", does the participant ""millions"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""I have no doubt that the civilized world will prevail.""
Question: In the event ""have"", does the participant ""I"" act on purpose?
Answer: Yes
Sentence: ""The millions who died in the Iran - Iraq war had nothing to do with Israel.""
Question: In the event ""died"", does the participant ""millions"" act on purpose?
Answer:  Yes
Sentence: ""The United States is the only country in the world that has the power to destroy the world.""
Question: In the event ""has"", does the participant ""the United States"" act on purpose?
Answer: Yes
Sentence: ""The United States is the only country in the world that has the power to destroy the world.""
Question: In the event ""has"", does the participant ""the United States"" act on purpose?
Answer: Yes
Sentence:",4.0
5,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""He described Allawi 's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors .""
Question: In the event ""described"", does the participant ""face"" act on purpose?
Answer: No
Sentence: ""According to the Citizenship and Immigration Canada web site at http://www.cic.gc.ca/english/immigrate/skilled/assess/index.asp , it states "" Note : you must meet the minimum requirements for your application to be eligible for processing . """"
Question: In the event ""meet"", does the participant ""requirements"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""He described Allawi's face as that of a f*ed horse and he dismissed the whole government as a band of thieves and traitors.""
Question: In the event ""described"", does the participant ""face"" act on purpose?
Answer: No
Sentence: ""According to the Citizenship and Immigration Canada web site at http://www.cic.gc.ca/english/immigrate/skilled/assess/index.asp, it states "" Note : you must meet the minimum requirements for your application to be eligible for processing. """"
Question: In the event ""meet"", does the participant ""requirements"" act on purpose?
Answer:  No

A:

In the event ""described"", does the participant ""face"" act on purpose?

No.

In the event ""meet"", does the participant ""requirements"" act on purpose?",5.0
6,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""They needed someone that could convince the jury they had been able to see all relevant documents in CIA files on Wilson .""
Question: In the event ""convince"", does the participant ""someone"" act on purpose?
Answer: Yes
Sentence: ""Bangs said these animals are not equipped to survive in the wild , however , and they all almost certainly have died .""
Question: In the event ""died"", does the participant ""they"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""They needed someone that could convince the jury they had been able to see all relevant documents in CIA files on Wilson.""
Question: In the event ""convince"", does the participant ""someone"" act on purpose?
Answer: Yes
Sentence: ""Bangs said these animals are not equipped to survive in the wild, however, and they all almost certainly have died.""
Question: In the event ""died"", does the participant ""they"" act on purpose?
Answer:  Yes

A:

Yes, the participants act on purpose.
The participants are the jury, the CIA, and the lawyers.
The jury is the group of people who will decide the case.
The CIA is the group of people who have the documents.
The lawyers are the people who are trying to convince the jury that the CIA has the documents.
The participants are the people who are",6.0
7,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""They have unbeatable price in town and deliver on time .""
Question: In the event ""have"", does the participant ""They"" act on purpose?
Answer: Yes
Sentence: ""I think it is mine but I forgot to write it in the blue FX book ( I only wrote it in my red book ) .""
Question: In the event ""wrote"", does the participant ""I"" act on purpose?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""They have unbeatable price in town and deliver on time.""
Question: In the event ""have"", does the participant ""They"" act on purpose?
Answer: Yes
Sentence: ""I think it is mine but I forgot to write it in the blue FX book ( I only wrote it in my red book ).""
Question: In the event ""wrote"", does the participant ""I"" act on purpose?
Answer:  Yes

A:

The answer to your question is yes.
The participants in the sentences you provided are the subject of the verb.
The subject is the person or thing that is acted upon by the verb.
In the first sentence, the subject is ""They"".
In the second sentence, the subject is ""I"".
In the third sentence, the subject is ""I"".
In the fourth sentence, the subject is ""I"".",7.0
8,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""They picked my car up in Yarmouth and towed to Bath for a great price .""
Question: In the event ""picked"", does the participant ""car"" act on purpose?
Answer: No
Sentence: """" There have no business being there unless they are undermining Pakistan , '' says a Pakistani official .""
Question: In the event ""undermining"", does the participant ""Pakistan"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""They picked my car up in Yarmouth and towed to Bath for a great price.""
Question: In the event ""picked"", does the participant ""car"" act on purpose?
Answer: No
Sentence: """" There have no business being there unless they are undermining Pakistan, '' says a Pakistani official.""
Question: In the event ""undermining"", does the participant ""Pakistan"" act on purpose?
Answer:  Yes

A:

The answer to the first question is no. 
The answer to the second question is yes. 
The answer to the third question is no. 
The answer to the fourth question is yes. 
The answer to the fifth question is no. 
The answer to the sixth question is yes. 
The answer to the seventh question is no. 
The answer to the eighth question is yes. 
The",8.0
9,gpt_j,volition_2_prefix_1,"Answer this yes-no question about the following sentence.
Sentence: ""A little birdie told me that you were checking into tickets for Seoul .""
Question: In the event ""checking"", does the participant ""you"" act on purpose?
Answer: Yes
Sentence: ""They need to update the locker rooms ASAP .""
Question: In the event ""update"", does the participant ""rooms"" act on purpose?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""A little birdie told me that you were checking into tickets for Seoul.""
Question: In the event ""checking"", does the participant ""you"" act on purpose?
Answer: Yes
Sentence: ""They need to update the locker rooms ASAP.""
Question: In the event ""update"", does the participant ""rooms"" act on purpose?
Answer:  Yes

A:

Yes, the subject of the sentence is the person who is checking into the tickets.
Yes, the subject of the sentence is the person who is updating the locker rooms.

A:

Yes, the subject of the sentence is the person who is checking into the tickets.
Yes, the subject of the sentence is the person who is updating the locker rooms.

A:

Yes, the subject of the sentence is the person who is checking into the tickets.
Yes,",9.0
