,model,exp_type,prompt,pred,true,response,Unnamed: 0
0,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""They want a program that will be a success , "" Johnson - Freese said .""
Question: In the event ""said"", does the participant ""Freese"" change in state?
Answer: No
Sentence: ""Despite the name , this entity appears to be a MTM company .""
Question: In the event ""appears"", does the participant ""entity"" change in state?
Answer: No
Sentence: ""The United States was to cut its level by 7 per cent .""
Question: In the event ""was"", does the participant ""States"" change in state?
Answer: Yes
Sentence: ""We need to include all outstanding transactions .""
Question: In the event ""include"", does the participant ""transactions"" change in state?
Answer: ",Yes,No,"Yes 
 Sent ence :  "" The  company  has  been  in  business  for  over  a  century  ."" 
 Question",0.0
1,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""This draft reflects the changes we discussed during our call the other day .""
Question: In the event ""reflects"", does the participant ""changes"" change in state?
Answer: No
Sentence: ""I detect the hissing lisp of the lying serpent in this article .""
Question: In the event ""detect"", does the participant ""lisp"" change in state?
Answer: No
Sentence: ""I melt brass and cast it http://www.mikegigi.com/castgobl.htm""
Question: In the event ""melt"", does the participant ""brass"" change in state?
Answer: Yes
Sentence: ""A 1971 evaluation called Bush "" an exceptionally fine young officer and pilot "" who "" continually flies intercept missions with the unit to increase his proficiency even further . """"
Question: In the event ""increase"", does the participant ""proficiency"" change in state?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  new  law  will  increase  the  number  of  people  who  are  eligible  for",1.0
2,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Justin , I have no knowledge of any bad faith actins Enron has pending in Texas but I will call Richard Sanders who manages domestic litgation here .""
Question: In the event ""manages"", does the participant ""Sanders"" change in state?
Answer: No
Sentence: ""The ACIA found Arctic winter temperatures have increased 4 degrees to 7 degrees Fahrenheit in the last 50 years and should go up about twice that much in the next 100 years .""
Question: In the event ""increased"", does the participant ""temperatures"" change in state?
Answer: Yes
Sentence: ""Arial photos of the lab were uranium is being enriched , somewhat like those of chemical weapons stockpiles in Iraq .""
Question: In the event ""enriched"", does the participant ""uranium"" change in state?
Answer: Yes
Sentence: ""I like to imagine the thought processes going on in W 's head if he were to actually read the letter , but it is hard to picture him actually reading this letter .""
Question: In the event ""imagine"", does the participant ""processes"" change in state?
Answer: ",No,No,"No 
 Sent ence :  "" The  President  has  been  briefed  on  the  situation  in  Iraq  and  is  monitoring",2.0
3,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I hope you do n't change your mind about going to the wedding Sunday .""
Question: In the event ""hope"", does the participant ""I"" change in state?
Answer: No
Sentence: ""I see the merit in flowing with duality .""
Question: In the event ""see"", does the participant ""merit"" change in state?
Answer: No
Sentence: ""And a portion of each package or memorial purchased goes to a charity on their database .""
Question: In the event ""goes"", does the participant ""portion"" change in state?
Answer: No
Sentence: ""They have good sushi for a good price .""
Question: In the event ""have"", does the participant ""They"" change in state?
Answer: ",No,No,"No 
 Sent ence :  "" I  am  not  sure  if  I  am  going  to  be  able  to  make",3.0
4,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I used Birdies for our Annual Walk Against Drugs and Alcohol event .""
Question: In the event ""used"", does the participant ""I"" change in state?
Answer: No
Sentence: ""In Ramadi , there was a big demonstration .""
Question: In the event ""was"", does the participant ""demonstration"" change in state?
Answer: Yes
Sentence: ""The Jewish marriage living to the right of George 's house said that he is an arrogant person who does never return a greeting .""
Question: In the event ""said"", does the participant ""marriage"" change in state?
Answer: No
Sentence: ""The other stylists around me kept pressuring me saying he 's so wonderful , you 're going to love your hair .""
Question: In the event ""kept"", does the participant ""stylists"" change in state?
Answer: ",No,No,"No 
 Sent ence :  "" The  other  styl ists  around  me  kept  pressuring  me  saying  he  ' s",4.0
5,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Enclosed is a worksheet for Ineos Acrylics .""
Question: In the event ""Enclosed"", does the participant ""worksheet"" change in state?
Answer: No
Sentence: ""President Bush pinched a few nerves yesterday with his choice of words :""
Question: In the event ""pinched"", does the participant ""Bush"" change in state?
Answer: No
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon , "" Kistler told SPACE.com .""
Question: In the event ""utilizes"", does the participant ""architecture"" change in state?
Answer: Yes
Sentence: ""I know that with my industry - wide and investment banking contacts that I can help raise capital for the fund .""
Question: In the event ""raise"", does the participant ""capital"" change in state?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  new  system  will  allow  the  company  to  offer  a  full  range  of",5.0
6,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""And the President becomes a Dictator , unrestrained by anything in the Constitution , backed up by the Armed Forces , which would be entirely under his personal control .""
Question: In the event ""becomes"", does the participant ""President"" change in state?
Answer: Yes
Sentence: ""There was a change made in the coding for the delta position and this has somehow messed up the liq value .""
Question: In the event ""messed"", does the participant ""value"" change in state?
Answer: Yes
Sentence: ""I guess they figured me for an easy mark , and tried to explain that my car would n't pass unless I replaced a hose .""
Question: In the event ""replaced"", does the participant ""I"" change in state?
Answer: No
Sentence: ""She deserves many 5 star reviews !!""
Question: In the event ""deserves"", does the participant ""She"" change in state?
Answer: ",No,No,"No 
 Sent ence :  "" I  was  so  happy  to  see  that  the  new  version  of  the  software",6.0
7,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I had a routine surgery for an ingrown toenail .""
Question: In the event ""had"", does the participant ""I"" change in state?
Answer: Yes
Sentence: ""they do some good waterproof raincoats""
Question: In the event ""do"", does the participant ""they"" change in state?
Answer: No
Sentence: ""The bear dwarfed the 6 - foot - 1 Mr. Parenteau , knocking him to the ground , he said .""
Question: In the event ""dwarfed"", does the participant ""Parenteau"" change in state?
Answer: No
Sentence: ""Thanks to repeated deployments to Iraq and Afghanistan , recruiting is at an all - time low .""
Question: In the event ""is"", does the participant ""recruiting"" change in state?
Answer: ",No,Yes,"No 
 Sent ence :  "" The  new  law  will  allow  the  police  to  arrest  people  for  smoking  marijuana",7.0
8,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: """" Our new lunar transportation system utilizes a unique architecture that will establish the equivalent of a two - way highway between the Earth and the Moon , "" Kistler told SPACE.com .""
Question: In the event ""establish"", does the participant ""equivalent"" change in state?
Answer: Yes
Sentence: ""i need to now get a job at house of pies b/c that is the only way to pay the bills .""
Question: In the event ""pay"", does the participant ""bills"" change in state?
Answer: Yes
Sentence: ""Your fellow employees asked for everyone from Britney Spears to George Bush .""
Question: In the event ""asked"", does the participant ""employees"" change in state?
Answer: No
Sentence: ""This BuzzMachine post argues that Google 's rush toward ubiquity might backfire -- which we 've all heard before , but it 's particularly well - put in this post .""
Question: In the event ""heard"", does the participant ""we"" change in state?
Answer: ",No,No,"No 
 Sent ence :  "" The  new  iPhone  is  a  great  phone ,  but  it  ' s  not",8.0
9,gpt-3,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The latter usually consider human beings a threat but the polar bear considers humans a snack , experts said .""
Question: In the event ""considers"", does the participant ""bear"" change in state?
Answer: No
Sentence: ""We took our beloved kitty to him and it came back dead .""
Question: In the event ""took"", does the participant ""kitty"" change in state?
Answer: Yes
Sentence: ""Everything was done on a timely manner and things were cleaned and picked up every day when the crew was done .""
Question: In the event ""done"", does the participant ""Everything"" change in state?
Answer: Yes
Sentence: ""and around what time they eat each of their meals .""
Question: In the event ""eat"", does the participant ""each"" change in state?
Answer: ",Yes,Yes,"Yes 
 Sent ence :  "" The  latter  usually  consider  human  beings  a  threat  but  the  polar  bear  considers",9.0
