,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,t0,subject-control,Avery,Casey,True,promised,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to come.

Question: Who promised someone to come?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer: ', 'Avery promised Casey to come')"
1,t0,subject-control,Avery,Casey,False,promised,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to come.

Question: Who promised someone to come?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to come.\n\nQuestion: Who promised someone to come?\nAnswer: ', 'Avery promised Casey to come')"
2,t0,subject-control,Avery,Casey,True,promised,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to go.

Question: Who promised someone to go?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer: ', 'Avery promised Casey to go')"
3,t0,subject-control,Avery,Casey,False,promised,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to go.

Question: Who promised someone to go?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to go.\n\nQuestion: Who promised someone to go?\nAnswer: ', 'Avery promised Casey to go')"
4,t0,subject-control,Avery,Casey,True,promised,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to read.

Question: Who promised someone to read?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer: ', 'Avery promised Casey to read')"
5,t0,subject-control,Avery,Casey,False,promised,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to read.

Question: Who promised someone to read?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to read.\n\nQuestion: Who promised someone to read?\nAnswer: ', 'Avery promised Casey to read')"
6,t0,subject-control,Avery,Casey,True,promised,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to run.

Question: Who promised someone to run?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run?\nAnswer: ', 'Avery promised Casey to run')"
7,t0,subject-control,Avery,Casey,False,promised,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to run.

Question: Who promised someone to run?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to run.\n\nQuestion: Who promised someone to run?\nAnswer: ', 'Avery promised Casey to run')"
8,t0,subject-control,Avery,Casey,True,promised,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to call.

Question: Who promised someone to call?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call?\nAnswer: ', 'Avery promised Casey to call')"
9,t0,subject-control,Avery,Casey,False,promised,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery promised Casey to call.

Question: Who promised someone to call?
Answer: ","('You will be given a context and a question.\nContext: Avery promised Casey to call.\n\nQuestion: Who promised someone to call?\nAnswer: ', 'Avery promised Casey to call')"
