,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,gpt_neo_1.3b,subject-control,Avery,Casey,True,threatened,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to come.

Question: Who came?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to come.\n\nQuestion: Who came?\nAnswer: \n\nA:\n\nThe answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:'),0.0
1,gpt_neo_1.3b,subject-control,Avery,Casey,False,threatened,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to come.

Question: Who came?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to come.\n\nQuestion: Who came?\nAnswer: \n\nA:\n\nThe answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:\n\n The answer is:'),1.0
2,gpt_neo_1.3b,subject-control,Avery,Casey,True,threatened,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to go.

Question: Who went?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to go.\n\nQuestion: Who went?\nAnswer: \n\nA:\n\nThe answer is:\n\n Casey\n\nReasoning:\n\n Avery threatened Casey to go.\n\nA:\n\n Casey is the one who went.\n\nA:\n\n Casey is the one who went.\n\nA:\n\n Casey is the one who went.\n\nA:\n\n Casey is the one who'),2.0
3,gpt_neo_1.3b,subject-control,Avery,Casey,False,threatened,to go,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to go.

Question: Who went?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to go.\n\nQuestion: Who went?\nAnswer: \n\nA:\n\nThe answer is:\n\n Casey\n\nReasoning:\n\n Avery threatened Casey to go.\n\nA:\n\n Casey is the one who went.\n\nA:\n\n Casey is the one who went.\n\nA:\n\n Casey is the one who went.\n\nA:\n\n Casey is the one who'),3.0
4,gpt_neo_1.3b,subject-control,Avery,Casey,True,threatened,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to read.

Question: Who read?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to read.\n\nQuestion: Who read?\nAnswer: \n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who read.\n\nA:\n\nThe answer is:\n\n Avery\n\nBecause\n\n Avery is the one who read.\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who read.\n'),4.0
5,gpt_neo_1.3b,subject-control,Avery,Casey,False,threatened,to read,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to read.

Question: Who read?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to read.\n\nQuestion: Who read?\nAnswer: \n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who read.\n\nA:\n\nThe answer is:\n\n Avery\n\nBecause\n\n Avery is the one who read.\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who read.\n'),5.0
6,gpt_neo_1.3b,subject-control,Avery,Casey,True,threatened,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to run.

Question: Who ran?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to run.\n\nQuestion: Who ran?\nAnswer: \n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who threatened to run.\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who threatened to run.\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one'),6.0
7,gpt_neo_1.3b,subject-control,Avery,Casey,False,threatened,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to run.

Question: Who ran?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to run.\n\nQuestion: Who ran?\nAnswer: \n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who threatened to run.\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one who threatened to run.\n\nA:\n\nThe answer is:\n\n Casey\n\nBecause\n\n Avery is the one'),7.0
8,gpt_neo_1.3b,subject-control,Avery,Casey,True,threatened,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to call.

Question: Who called?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to call.\n\nQuestion: Who called?\nAnswer:  Avery.\n\nQuestion: What did Avery say?\nAnswer:  He said he was going to call Casey.\n\nQuestion: What did Casey say?\nAnswer:  He said he was going to call Avery.\n\nQuestion: What did Avery say?\nAnswer:  He said he was going to call Casey.\n\n'),8.0
9,gpt_neo_1.3b,subject-control,Avery,Casey,False,threatened,to call,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to call.

Question: Who called?
Answer: ", 'You will be given a context and a question.\nContext: Avery threatened Casey to call.\n\nQuestion: Who called?\nAnswer:  Avery.\n\nQuestion: What did Avery say?\nAnswer:  He said he was going to call Casey.\n\nQuestion: What did Casey say?\nAnswer:  He said he was going to call Avery.\n\nQuestion: What did Avery say?\nAnswer:  He said he was going to call Casey.\n\n'),9.0
