,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,gpt3,object-control-passive,Avery,Casey,False,told,to come,Casey,other,"You will be given a context and a question.
Context: Avery was told by Casey to come.

Question: Who came?
Answer: ", '\n'),0.0
1,gpt3,object-control-passive,Avery,Casey,False,told,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was told by Casey to go.

Question: Who went?
Answer: ", 'A'),1.0
2,gpt3,object-control-passive,Avery,Casey,False,told,to read,Casey,other,"You will be given a context and a question.
Context: Avery was told by Casey to read.

Question: Who read?
Answer: ", '\n'),2.0
3,gpt3,object-control-passive,Avery,Casey,False,told,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was told by Casey to run.

Question: Who ran?
Answer: ", 'A'),3.0
4,gpt3,object-control-passive,Avery,Casey,False,told,to call,Casey,other,"You will be given a context and a question.
Context: Avery was told by Casey to call.

Question: Who called?
Answer: ", '\n'),4.0
5,gpt3,object-control-passive,Avery,Casey,False,ordered,to come,Casey,other,"You will be given a context and a question.
Context: Avery was ordered by Casey to come.

Question: Who came?
Answer: ", '\n'),5.0
6,gpt3,object-control-passive,Avery,Casey,False,ordered,to go,Casey,Avery,"You will be given a context and a question.
Context: Avery was ordered by Casey to go.

Question: Who went?
Answer: ", 'A'),6.0
7,gpt3,object-control-passive,Avery,Casey,False,ordered,to read,Casey,other,"You will be given a context and a question.
Context: Avery was ordered by Casey to read.

Question: Who read?
Answer: ", '\n'),7.0
8,gpt3,object-control-passive,Avery,Casey,False,ordered,to run,Casey,Avery,"You will be given a context and a question.
Context: Avery was ordered by Casey to run.

Question: Who ran?
Answer: ", 'A'),8.0
9,gpt3,object-control-passive,Avery,Casey,False,ordered,to call,Casey,other,"You will be given a context and a question.
Context: Avery was ordered by Casey to call.

Question: Who called?
Answer: ", '\n'),9.0
10,gpt3,object-control-passive,Avery,Casey,False,called upon,to come,Casey,other,"You will be given a context and a question.
Context: Avery was called upon by Casey to come.

Question: Who came?
Answer: ", '\n'),10.0
