,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,t5,subject-control,the doctor,the lawyer,True,threatened,to come,the doctor,the lawyer,question: Who came? context: the doctor threatened the lawyer to come. </s>,the lawyer,0.0
1,t5,subject-control,the doctor,the lawyer,False,threatened,to come,the doctor,the lawyer,question: Who came? context: the doctor threatened the lawyer to come. </s>,the lawyer,1.0
2,t5,subject-control,the doctor,the lawyer,True,threatened,to go,the doctor,the lawyer,question: Who went? context: the doctor threatened the lawyer to go. </s>,the lawyer,2.0
3,t5,subject-control,the doctor,the lawyer,False,threatened,to go,the doctor,the lawyer,question: Who went? context: the doctor threatened the lawyer to go. </s>,the lawyer,3.0
4,t5,subject-control,the doctor,the lawyer,True,threatened,to read,the doctor,the lawyer,question: Who read? context: the doctor threatened the lawyer to read. </s>,the lawyer,4.0
5,t5,subject-control,the doctor,the lawyer,False,threatened,to read,the doctor,the lawyer,question: Who read? context: the doctor threatened the lawyer to read. </s>,the lawyer,5.0
6,t5,subject-control,the doctor,the lawyer,True,threatened,to run,the doctor,the lawyer,question: Who ran? context: the doctor threatened the lawyer to run. </s>,the lawyer,6.0
7,t5,subject-control,the doctor,the lawyer,False,threatened,to run,the doctor,the lawyer,question: Who ran? context: the doctor threatened the lawyer to run. </s>,the lawyer,7.0
8,t5,subject-control,the doctor,the lawyer,True,threatened,to call,the doctor,the lawyer,question: Who called? context: the doctor threatened the lawyer to call. </s>,the lawyer,8.0
9,t5,subject-control,the doctor,the lawyer,False,threatened,to call,the doctor,the lawyer,question: Who called? context: the doctor threatened the lawyer to call. </s>,the lawyer,9.0
10,t5,subject-control,the doctor,the engineer,True,threatened,to come,the doctor,the engineer,question: Who came? context: the doctor threatened the engineer to come. </s>,the engineer,10.0
11,t5,subject-control,the doctor,the engineer,False,threatened,to come,the doctor,the engineer,question: Who came? context: the doctor threatened the engineer to come. </s>,the engineer,11.0
12,t5,subject-control,the doctor,the engineer,True,threatened,to go,the doctor,the engineer,question: Who went? context: the doctor threatened the engineer to go. </s>,the engineer,12.0
13,t5,subject-control,the doctor,the engineer,False,threatened,to go,the doctor,the engineer,question: Who went? context: the doctor threatened the engineer to go. </s>,the engineer,13.0
14,t5,subject-control,the doctor,the engineer,True,threatened,to read,the doctor,the engineer,question: Who read? context: the doctor threatened the engineer to read. </s>,the engineer,14.0
15,t5,subject-control,the doctor,the engineer,False,threatened,to read,the doctor,the engineer,question: Who read? context: the doctor threatened the engineer to read. </s>,the engineer,15.0
16,t5,subject-control,the doctor,the engineer,True,threatened,to run,the doctor,the engineer,question: Who ran? context: the doctor threatened the engineer to run. </s>,the engineer,16.0
17,t5,subject-control,the doctor,the engineer,False,threatened,to run,the doctor,the engineer,question: Who ran? context: the doctor threatened the engineer to run. </s>,the engineer,17.0
18,t5,subject-control,the doctor,the engineer,True,threatened,to call,the doctor,the engineer,question: Who called? context: the doctor threatened the engineer to call. </s>,the engineer,18.0
19,t5,subject-control,the doctor,the engineer,False,threatened,to call,the doctor,the engineer,question: Who called? context: the doctor threatened the engineer to call. </s>,the engineer,19.0
20,t5,subject-control,the doctor,the writer,True,threatened,to come,the doctor,the writer,question: Who came? context: the doctor threatened the writer to come. </s>,the writer,20.0
21,t5,subject-control,the doctor,the writer,False,threatened,to come,the doctor,the writer,question: Who came? context: the doctor threatened the writer to come. </s>,the writer,21.0
22,t5,subject-control,the doctor,the writer,True,threatened,to go,the doctor,the writer,question: Who went? context: the doctor threatened the writer to go. </s>,the writer,22.0
23,t5,subject-control,the doctor,the writer,False,threatened,to go,the doctor,the writer,question: Who went? context: the doctor threatened the writer to go. </s>,the writer,23.0
