,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response
0,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to come.

Question: Who was threatened to come?
Answer: Casey
Question: Who threatened someone to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to come.\n\nQuestion: Who was threatened to come?\nAnswer: Casey\nQuestion: Who threatened someone to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '(A')"
1,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to go,Avery,other,"You will be given a context and a question.
Context: Avery threatened Casey to go.

Question: Who was threatened to go?
Answer: Casey
Question: Who threatened someone to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to go.\n\nQuestion: Who was threatened to go?\nAnswer: Casey\nQuestion: Who threatened someone to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '?\n')"
2,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to read,Avery,other,"You will be given a context and a question.
Context: Avery threatened Casey to read.

Question: Who was threatened to read?
Answer: Casey
Question: Who threatened someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to read.\n\nQuestion: Who was threatened to read?\nAnswer: Casey\nQuestion: Who threatened someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(No')"
3,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to run,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Casey to run.

Question: Who was threatened to run?
Answer: Casey
Question: Who threatened someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to run.\n\nQuestion: Who was threatened to run?\nAnswer: Casey\nQuestion: Who threatened someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '(A')"
4,jurassic-jumbo,subject-control,Avery,Casey,False,threatened,to call,Avery,other,"You will be given a context and a question.
Context: Avery threatened Casey to call.

Question: Who threatened someone to call?
Answer: Avery
Question: Who was threatened to call?
Answer: Casey
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Casey to call.\n\nQuestion: Who threatened someone to call?\nAnswer: Avery\nQuestion: Who was threatened to call?\nAnswer: Casey\nQuestion: Who called?\nAnswer: ', '?\n')"
10,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to come,Avery,Avery,"You will be given a context and a question.
Context: Avery threatened Joseph to come.

Question: Who threatened someone to come?
Answer: Avery
Question: Who was threatened to come?
Answer: Joseph
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to come.\n\nQuestion: Who threatened someone to come?\nAnswer: Avery\nQuestion: Who was threatened to come?\nAnswer: Joseph\nQuestion: Who came?\nAnswer: ', '(A')"
11,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to go,Avery,other,"You will be given a context and a question.
Context: Avery threatened Joseph to go.

Question: Who was threatened to go?
Answer: Joseph
Question: Who threatened someone to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to go.\n\nQuestion: Who was threatened to go?\nAnswer: Joseph\nQuestion: Who threatened someone to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '?\n')"
12,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to read,Avery,other,"You will be given a context and a question.
Context: Avery threatened Joseph to read.

Question: Who was threatened to read?
Answer: Joseph
Question: Who threatened someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to read.\n\nQuestion: Who was threatened to read?\nAnswer: Joseph\nQuestion: Who threatened someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '?\n')"
13,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to run,Avery,Joseph,"You will be given a context and a question.
Context: Avery threatened Joseph to run.

Question: Who threatened someone to run?
Answer: Avery
Question: Who was threatened to run?
Answer: Joseph
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to run.\n\nQuestion: Who threatened someone to run?\nAnswer: Avery\nQuestion: Who was threatened to run?\nAnswer: Joseph\nQuestion: Who ran?\nAnswer: ', '(Joseph')"
14,jurassic-jumbo,subject-control,Avery,Joseph,False,threatened,to call,Avery,other,"You will be given a context and a question.
Context: Avery threatened Joseph to call.

Question: Who threatened someone to call?
Answer: Avery
Question: Who was threatened to call?
Answer: Joseph
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Joseph to call.\n\nQuestion: Who threatened someone to call?\nAnswer: Avery\nQuestion: Who was threatened to call?\nAnswer: Joseph\nQuestion: Who called?\nAnswer: ', '?\n')"
20,jurassic-jumbo,subject-control,Avery,Nicole,False,threatened,to come,Avery,other,"You will be given a context and a question.
Context: Avery threatened Nicole to come.

Question: Who threatened someone to come?
Answer: Avery
Question: Who was threatened to come?
Answer: Nicole
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Nicole to come.\n\nQuestion: Who threatened someone to come?\nAnswer: Avery\nQuestion: Who was threatened to come?\nAnswer: Nicole\nQuestion: Who came?\nAnswer: ', '?\n')"
21,jurassic-jumbo,subject-control,Avery,Nicole,False,threatened,to go,Avery,other,"You will be given a context and a question.
Context: Avery threatened Nicole to go.

Question: Who threatened someone to go?
Answer: Avery
Question: Who was threatened to go?
Answer: Nicole
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Nicole to go.\n\nQuestion: Who threatened someone to go?\nAnswer: Avery\nQuestion: Who was threatened to go?\nAnswer: Nicole\nQuestion: Who went?\nAnswer: ', '?\n')"
22,jurassic-jumbo,subject-control,Avery,Nicole,False,threatened,to read,Avery,other,"You will be given a context and a question.
Context: Avery threatened Nicole to read.

Question: Who was threatened to read?
Answer: Nicole
Question: Who threatened someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Nicole to read.\n\nQuestion: Who was threatened to read?\nAnswer: Nicole\nQuestion: Who threatened someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '?\n')"
23,jurassic-jumbo,subject-control,Avery,Nicole,False,threatened,to run,Avery,other,"You will be given a context and a question.
Context: Avery threatened Nicole to run.

Question: Who was threatened to run?
Answer: Nicole
Question: Who threatened someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Nicole to run.\n\nQuestion: Who was threatened to run?\nAnswer: Nicole\nQuestion: Who threatened someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '?\n')"
24,jurassic-jumbo,subject-control,Avery,Nicole,False,threatened,to call,Avery,other,"You will be given a context and a question.
Context: Avery threatened Nicole to call.

Question: Who threatened someone to call?
Answer: Avery
Question: Who was threatened to call?
Answer: Nicole
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Nicole to call.\n\nQuestion: Who threatened someone to call?\nAnswer: Avery\nQuestion: Who was threatened to call?\nAnswer: Nicole\nQuestion: Who called?\nAnswer: ', '?\n')"
30,jurassic-jumbo,subject-control,Avery,Stephanie,False,threatened,to come,Avery,other,"You will be given a context and a question.
Context: Avery threatened Stephanie to come.

Question: Who was threatened to come?
Answer: Stephanie
Question: Who threatened someone to come?
Answer: Avery
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Stephanie to come.\n\nQuestion: Who was threatened to come?\nAnswer: Stephanie\nQuestion: Who threatened someone to come?\nAnswer: Avery\nQuestion: Who came?\nAnswer: ', '?\n')"
31,jurassic-jumbo,subject-control,Avery,Stephanie,False,threatened,to go,Avery,other,"You will be given a context and a question.
Context: Avery threatened Stephanie to go.

Question: Who threatened someone to go?
Answer: Avery
Question: Who was threatened to go?
Answer: Stephanie
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Stephanie to go.\n\nQuestion: Who threatened someone to go?\nAnswer: Avery\nQuestion: Who was threatened to go?\nAnswer: Stephanie\nQuestion: Who went?\nAnswer: ', '?\n')"
32,jurassic-jumbo,subject-control,Avery,Stephanie,False,threatened,to read,Avery,other,"You will be given a context and a question.
Context: Avery threatened Stephanie to read.

Question: Who was threatened to read?
Answer: Stephanie
Question: Who threatened someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Stephanie to read.\n\nQuestion: Who was threatened to read?\nAnswer: Stephanie\nQuestion: Who threatened someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '?\n')"
33,jurassic-jumbo,subject-control,Avery,Stephanie,False,threatened,to run,Avery,other,"You will be given a context and a question.
Context: Avery threatened Stephanie to run.

Question: Who was threatened to run?
Answer: Stephanie
Question: Who threatened someone to run?
Answer: Avery
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Stephanie to run.\n\nQuestion: Who was threatened to run?\nAnswer: Stephanie\nQuestion: Who threatened someone to run?\nAnswer: Avery\nQuestion: Who ran?\nAnswer: ', '?\n')"
34,jurassic-jumbo,subject-control,Avery,Stephanie,False,threatened,to call,Avery,other,"You will be given a context and a question.
Context: Avery threatened Stephanie to call.

Question: Who was threatened to call?
Answer: Stephanie
Question: Who threatened someone to call?
Answer: Avery
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened Stephanie to call.\n\nQuestion: Who was threatened to call?\nAnswer: Stephanie\nQuestion: Who threatened someone to call?\nAnswer: Avery\nQuestion: Who called?\nAnswer: ', '?\n')"
40,jurassic-jumbo,subject-control,Avery,William,False,threatened,to come,Avery,William,"You will be given a context and a question.
Context: Avery threatened William to come.

Question: Who threatened someone to come?
Answer: Avery
Question: Who was threatened to come?
Answer: William
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened William to come.\n\nQuestion: Who threatened someone to come?\nAnswer: Avery\nQuestion: Who was threatened to come?\nAnswer: William\nQuestion: Who came?\nAnswer: ', '(William')"
41,jurassic-jumbo,subject-control,Avery,William,False,threatened,to go,Avery,other,"You will be given a context and a question.
Context: Avery threatened William to go.

Question: Who threatened someone to go?
Answer: Avery
Question: Who was threatened to go?
Answer: William
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened William to go.\n\nQuestion: Who threatened someone to go?\nAnswer: Avery\nQuestion: Who was threatened to go?\nAnswer: William\nQuestion: Who went?\nAnswer: ', '?\n')"
42,jurassic-jumbo,subject-control,Avery,William,False,threatened,to read,Avery,William,"You will be given a context and a question.
Context: Avery threatened William to read.

Question: Who was threatened to read?
Answer: William
Question: Who threatened someone to read?
Answer: Avery
Question: Who read?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened William to read.\n\nQuestion: Who was threatened to read?\nAnswer: William\nQuestion: Who threatened someone to read?\nAnswer: Avery\nQuestion: Who read?\nAnswer: ', '(William')"
43,jurassic-jumbo,subject-control,Avery,William,False,threatened,to run,Avery,William,"You will be given a context and a question.
Context: Avery threatened William to run.

Question: Who threatened someone to run?
Answer: Avery
Question: Who was threatened to run?
Answer: William
Question: Who ran?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened William to run.\n\nQuestion: Who threatened someone to run?\nAnswer: Avery\nQuestion: Who was threatened to run?\nAnswer: William\nQuestion: Who ran?\nAnswer: ', '(William')"
44,jurassic-jumbo,subject-control,Avery,William,False,threatened,to call,Avery,other,"You will be given a context and a question.
Context: Avery threatened William to call.

Question: Who threatened someone to call?
Answer: Avery
Question: Who was threatened to call?
Answer: William
Question: Who called?
Answer: ","('You will be given a context and a question.\nContext: Avery threatened William to call.\n\nQuestion: Who threatened someone to call?\nAnswer: Avery\nQuestion: Who was threatened to call?\nAnswer: William\nQuestion: Who called?\nAnswer: ', '?\n')"
50,jurassic-jumbo,subject-control,Casey,Avery,False,threatened,to come,Casey,other,"You will be given a context and a question.
Context: Casey threatened Avery to come.

Question: Who was threatened to come?
Answer: Avery
Question: Who threatened someone to come?
Answer: Casey
Question: Who came?
Answer: ","('You will be given a context and a question.\nContext: Casey threatened Avery to come.\n\nQuestion: Who was threatened to come?\nAnswer: Avery\nQuestion: Who threatened someone to come?\nAnswer: Casey\nQuestion: Who came?\nAnswer: ', '?\n')"
51,jurassic-jumbo,subject-control,Casey,Avery,False,threatened,to go,Casey,other,"You will be given a context and a question.
Context: Casey threatened Avery to go.

Question: Who threatened someone to go?
Answer: Casey
Question: Who was threatened to go?
Answer: Avery
Question: Who went?
Answer: ","('You will be given a context and a question.\nContext: Casey threatened Avery to go.\n\nQuestion: Who threatened someone to go?\nAnswer: Casey\nQuestion: Who was threatened to go?\nAnswer: Avery\nQuestion: Who went?\nAnswer: ', '?\n')"
