,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,jurassic-large,subject-control,Avery,Casey,False,threatened,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to come.

Question: Who came, Avery or Casey?
Answer: ", '(A'),0.0
1,jurassic-large,subject-control,Avery,Casey,False,threatened,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to go.

Question: Who went, Avery or Casey?
Answer: ", '(A'),1.0
2,jurassic-large,subject-control,Avery,Casey,False,threatened,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to read.

Question: Who read, Avery or Casey?
Answer: ", '(A'),2.0
3,jurassic-large,subject-control,Avery,Casey,False,threatened,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to run.

Question: Who ran, Avery or Casey?
Answer: ", '(A'),3.0
4,jurassic-large,subject-control,Avery,Casey,False,threatened,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Casey"".
Context: Avery threatened Casey to call.

Question: Who called, Avery or Casey?
Answer: ", '(A'),4.0
5,jurassic-large,subject-control,Avery,Joseph,False,threatened,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to come.

Question: Who came, Avery or Joseph?
Answer: ", '(A'),10.0
6,jurassic-large,subject-control,Avery,Joseph,False,threatened,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to go.

Question: Who went, Avery or Joseph?
Answer: ", '(A'),11.0
7,jurassic-large,subject-control,Avery,Joseph,False,threatened,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to read.

Question: Who read, Avery or Joseph?
Answer: ", '(A'),12.0
8,jurassic-large,subject-control,Avery,Joseph,False,threatened,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to run.

Question: Who ran, Avery or Joseph?
Answer: ", '(A'),13.0
9,jurassic-large,subject-control,Avery,Joseph,False,threatened,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Joseph"".
Context: Avery threatened Joseph to call.

Question: Who called, Avery or Joseph?
Answer: ", '(A'),14.0
10,jurassic-large,subject-control,Avery,Nicole,False,threatened,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Nicole"".
Context: Avery threatened Nicole to come.

Question: Who came, Avery or Nicole?
Answer: ", '(A'),20.0
11,jurassic-large,subject-control,Avery,Nicole,False,threatened,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Nicole"".
Context: Avery threatened Nicole to go.

Question: Who went, Avery or Nicole?
Answer: ", '(A'),21.0
12,jurassic-large,subject-control,Avery,Nicole,False,threatened,to read,Avery,Nicole,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Nicole"".
Context: Avery threatened Nicole to read.

Question: Who read, Avery or Nicole?
Answer: ", '(Nicole'),22.0
13,jurassic-large,subject-control,Avery,Nicole,False,threatened,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Nicole"".
Context: Avery threatened Nicole to run.

Question: Who ran, Avery or Nicole?
Answer: ", '(A'),23.0
14,jurassic-large,subject-control,Avery,Nicole,False,threatened,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Nicole"".
Context: Avery threatened Nicole to call.

Question: Who called, Avery or Nicole?
Answer: ", '(A'),24.0
15,jurassic-large,subject-control,Avery,Stephanie,False,threatened,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Stephanie"".
Context: Avery threatened Stephanie to come.

Question: Who came, Avery or Stephanie?
Answer: ", '(A'),30.0
16,jurassic-large,subject-control,Avery,Stephanie,False,threatened,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Stephanie"".
Context: Avery threatened Stephanie to go.

Question: Who went, Avery or Stephanie?
Answer: ", '(A'),31.0
17,jurassic-large,subject-control,Avery,Stephanie,False,threatened,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Stephanie"".
Context: Avery threatened Stephanie to read.

Question: Who read, Avery or Stephanie?
Answer: ", '(A'),32.0
18,jurassic-large,subject-control,Avery,Stephanie,False,threatened,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Stephanie"".
Context: Avery threatened Stephanie to run.

Question: Who ran, Avery or Stephanie?
Answer: ", '(A'),33.0
19,jurassic-large,subject-control,Avery,Stephanie,False,threatened,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""Stephanie"".
Context: Avery threatened Stephanie to call.

Question: Who called, Avery or Stephanie?
Answer: ", '(A'),34.0
20,jurassic-large,subject-control,Avery,William,False,threatened,to come,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""William"".
Context: Avery threatened William to come.

Question: Who came, Avery or William?
Answer: ", '(A'),40.0
21,jurassic-large,subject-control,Avery,William,False,threatened,to go,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""William"".
Context: Avery threatened William to go.

Question: Who went, Avery or William?
Answer: ", '(A'),41.0
22,jurassic-large,subject-control,Avery,William,False,threatened,to read,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""William"".
Context: Avery threatened William to read.

Question: Who read, Avery or William?
Answer: ", '(A'),42.0
23,jurassic-large,subject-control,Avery,William,False,threatened,to run,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""William"".
Context: Avery threatened William to run.

Question: Who ran, Avery or William?
Answer: ", '(A'),43.0
24,jurassic-large,subject-control,Avery,William,False,threatened,to call,Avery,Avery,"You will be given a context and a question. Answer the question with either ""Avery"" or ""William"".
Context: Avery threatened William to call.

Question: Who called, Avery or William?
Answer: ", '(A'),44.0
25,jurassic-large,subject-control,Casey,Avery,False,threatened,to come,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Casey threatened Avery to come.

Question: Who came, Casey or Avery?
Answer: ", '(Case'),50.0
26,jurassic-large,subject-control,Casey,Avery,False,threatened,to go,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Casey threatened Avery to go.

Question: Who went, Casey or Avery?
Answer: ", '(Case'),51.0
27,jurassic-large,subject-control,Casey,Avery,False,threatened,to read,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Casey threatened Avery to read.

Question: Who read, Casey or Avery?
Answer: ", '(Case'),52.0
28,jurassic-large,subject-control,Casey,Avery,False,threatened,to run,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Casey threatened Avery to run.

Question: Who ran, Casey or Avery?
Answer: ", '(Case'),53.0
29,jurassic-large,subject-control,Casey,Avery,False,threatened,to call,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Avery"".
Context: Casey threatened Avery to call.

Question: Who called, Casey or Avery?
Answer: ", '(Case'),54.0
30,jurassic-large,subject-control,Casey,Joseph,False,threatened,to come,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey threatened Joseph to come.

Question: Who came, Casey or Joseph?
Answer: ", '(Case'),60.0
31,jurassic-large,subject-control,Casey,Joseph,False,threatened,to go,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey threatened Joseph to go.

Question: Who went, Casey or Joseph?
Answer: ", '(Case'),61.0
32,jurassic-large,subject-control,Casey,Joseph,False,threatened,to read,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey threatened Joseph to read.

Question: Who read, Casey or Joseph?
Answer: ", '(Case'),62.0
33,jurassic-large,subject-control,Casey,Joseph,False,threatened,to run,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey threatened Joseph to run.

Question: Who ran, Casey or Joseph?
Answer: ", '(Case'),63.0
34,jurassic-large,subject-control,Casey,Joseph,False,threatened,to call,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Joseph"".
Context: Casey threatened Joseph to call.

Question: Who called, Casey or Joseph?
Answer: ", '(Case'),64.0
35,jurassic-large,subject-control,Casey,Nicole,False,threatened,to come,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey threatened Nicole to come.

Question: Who came, Casey or Nicole?
Answer: ", '(Case'),70.0
36,jurassic-large,subject-control,Casey,Nicole,False,threatened,to go,Casey,other,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey threatened Nicole to go.

Question: Who went, Casey or Nicole?
Answer: ", 'nicole\n'),71.0
37,jurassic-large,subject-control,Casey,Nicole,False,threatened,to read,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey threatened Nicole to read.

Question: Who read, Casey or Nicole?
Answer: ", '(Case'),72.0
38,jurassic-large,subject-control,Casey,Nicole,False,threatened,to run,Casey,Casey,"You will be given a context and a question. Answer the question with either ""Casey"" or ""Nicole"".
Context: Casey threatened Nicole to run.

Question: Who ran, Casey or Nicole?
Answer: ", '(Case'),73.0
