,model,exp_type,name1,name2,swap_names,verb,action,true,pred,prompt,response,Unnamed: 0
0,jurassic-large,object-control-passive,the doctor,the lawyer,True,told,to come,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor was told by the lawyer to come.

Question:  Who came, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor was told by the lawyer to come.\n\nQuestion:  Who came, the lawyer or the doctor?\nAnswer: ', ' The doctor came')",0.0
1,jurassic-large,object-control-passive,the doctor,the lawyer,False,told,to come,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor was told by the lawyer to come.

Question:  Who came, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor was told by the lawyer to come.\n\nQuestion:  Who came, the doctor or the lawyer?\nAnswer: ', ' The doctor came')",1.0
2,jurassic-large,object-control-passive,the doctor,the lawyer,True,told,to go,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor was told by the lawyer to go.

Question:  Who went, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor was told by the lawyer to go.\n\nQuestion:  Who went, the lawyer or the doctor?\nAnswer: ', ' The doctor')",2.0
3,jurassic-large,object-control-passive,the doctor,the lawyer,False,told,to go,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor was told by the lawyer to go.

Question:  Who went, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor was told by the lawyer to go.\n\nQuestion:  Who went, the doctor or the lawyer?\nAnswer: ', ' The doctor')",3.0
4,jurassic-large,object-control-passive,the doctor,the lawyer,True,told,to read,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor was told by the lawyer to read.

Question:  Who read, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor was told by the lawyer to read.\n\nQuestion:  Who read, the lawyer or the doctor?\nAnswer: ', ' The doctor')",4.0
5,jurassic-large,object-control-passive,the doctor,the lawyer,False,told,to read,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor was told by the lawyer to read.

Question:  Who read, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor was told by the lawyer to read.\n\nQuestion:  Who read, the doctor or the lawyer?\nAnswer: ', ' The doctor')",5.0
6,jurassic-large,object-control-passive,the doctor,the lawyer,True,told,to run,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor was told by the lawyer to run.

Question:  Who ran, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor was told by the lawyer to run.\n\nQuestion:  Who ran, the lawyer or the doctor?\nAnswer: ', ' The doctor ran')",6.0
7,jurassic-large,object-control-passive,the doctor,the lawyer,False,told,to run,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor was told by the lawyer to run.

Question:  Who ran, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor was told by the lawyer to run.\n\nQuestion:  Who ran, the doctor or the lawyer?\nAnswer: ', ' The doctor ran')",7.0
8,jurassic-large,object-control-passive,the doctor,the lawyer,True,told,to call,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".
Context: the doctor was told by the lawyer to call.

Question:  Who called, the lawyer or the doctor?
Answer: ","('You will be given a context and a question. Answer the question with either ""the lawyer"" or ""the doctor"".\nContext: the doctor was told by the lawyer to call.\n\nQuestion:  Who called, the lawyer or the doctor?\nAnswer: ', ' The doctor')",8.0
9,jurassic-large,object-control-passive,the doctor,the lawyer,False,told,to call,the doctor,the doctor,"You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".
Context: the doctor was told by the lawyer to call.

Question:  Who called, the doctor or the lawyer?
Answer: ","('You will be given a context and a question. Answer the question with either ""the doctor"" or ""the lawyer"".\nContext: the doctor was told by the lawyer to call.\n\nQuestion:  Who called, the doctor or the lawyer?\nAnswer: ', ' The doctor')",9.0
