,model,exp_type,prompt,pred,true,response
0,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Following on the heels of Ben 's annoucement yesterday , I thought I 'd post that I have joined Google as well .""
Question: In the event ""joined"", does the state of the participant ""Google"" change?
Answer: ",No,No,"Answer this yes-no question about the following sentence.
Sentence: ""Following on the heels of Ben's annoucement yesterday, I thought I 'd post that I have joined Google as well.""
Question: In the event ""joined"", does the state of the participant ""Google"" change?
Answer: 

The state of the participant ""Google"" does not change.

A:

The state of the participant ""Google"" does not change."
1,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""SCALIA filed a dissenting opinion , in which THOMAS and ALITO joined .""
Question: In the event ""joined"", does the state of the participant ""THOMAS"" change?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""SCALIA filed a dissenting opinion, in which THOMAS and ALITO joined.""
Question: In the event ""joined"", does the state of the participant ""THOMAS"" change?
Answer: 

The state of the participant ""THOMAS"" changes.

A:

The state of the participant ""THOMAS"" changes.

The state of the participant"
2,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""n3td3v saw this story on BBC News Online and thought you should see it .""
Question: In the event ""saw"", does the state of the participant ""story"" change?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""n3td3v saw this story on BBC News Online and thought you should see it.""
Question: In the event ""saw"", does the state of the participant ""story"" change?
Answer: 

The story is still the same.
The story is still the same.
The story is still the same.

A:

The story is still the same.

No"
3,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .""
Question: In the event ""solved"", does the state of the participant ""amounts"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""Huge amounts of money, which could have solved many social problems in this dysfunctional part of the world, are channeled into three concentric spheres supporting death and murder.""
Question: In the event ""solved"", does the state of the participant ""amounts"" change?
Answer: 

The state of the participant is not changed.
The state of the participant is changed.
The state of"
4,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""The Texas Education Reform Caucus is made up of business leaders , educators , and elected officials dedicated to finding common sense approaches to improving education in Texas .""
Question: In the event ""improving"", does the state of the participant ""education"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""The Texas Education Reform Caucus is made up of business leaders, educators, and elected officials dedicated to finding common sense approaches to improving education in Texas.""
Question: In the event ""improving"", does the state of the participant ""education"" change?
Answer: 

A:

The Texas Education Reform Caucus is made up of business leaders, educators, and elected officials dedicated to finding common sense approaches to"
5,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""And the President becomes a Dictator , unrestrained by anything in the Constitution , backed up by the Armed Forces , which would be entirely under his personal control .""
Question: In the event ""becomes"", does the state of the participant ""President"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""And the President becomes a Dictator, unrestrained by anything in the Constitution, backed up by the Armed Forces, which would be entirely under his personal control.""
Question: In the event ""becomes"", does the state of the participant ""President"" change?
Answer: 

The state of the participant ""President"" does not change.
The state of the participant ""President"" does change."
6,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Yes , there is a 100 year - old Israeli - Arab conflict , but it is not where the main show is .""
Question: In the event ""is"", does the state of the participant ""conflict"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Yes, there is a 100 year - old Israeli - Arab conflict, but it is not where the main show is.""
Question: In the event ""is"", does the state of the participant ""conflict"" change?
Answer: 

The state of the participant does not change.
The state of the participant does change.
The state of the participant does not change.
The state of the"
7,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Who knows how much they want me to pay to fix this thing .""
Question: In the event ""fix"", does the state of the participant ""thing"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""Who knows how much they want me to pay to fix this thing.""
Question: In the event ""fix"", does the state of the participant ""thing"" change?
Answer: 

""Who knows how much they want me to pay to fix this thing.""

A:

The sentence is ambiguous. 

Who knows how much they want me to pay to fix this thing?
"
8,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""There is nothing wrong with a REAL negotiation , but nothing particularly helpful about generating one that s just for show .""
Question: In the event ""generating"", does the state of the participant ""one"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""There is nothing wrong with a REAL negotiation, but nothing particularly helpful about generating one that s just for show.""
Question: In the event ""generating"", does the state of the participant ""one"" change?
Answer: 

The state of the participant ""one"" changes when the negotiation is ""generating"".

A:

The state of the participant ""one"" changes when the negotiation"
9,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""My vet told me when a dog is vomiting a lot , it could be a sign of obstruction .""
Question: In the event ""told"", does the state of the participant ""vet"" change?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""My vet told me when a dog is vomiting a lot, it could be a sign of obstruction.""
Question: In the event ""told"", does the state of the participant ""vet"" change?
Answer: 

The vet told me when a dog is vomiting a lot, it could be a sign of obstruction.

The vet told me when a dog is vomiting a lot, it could be a"
10,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .""
Question: In the event ""struck"", does the state of the participant ""him"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed.""
Question: In the event ""struck"", does the state of the participant ""him"" change?
Answer: 

The state of the participant ""him"" changes from ""he"" to ""he"" in the event ""struck"".

A:

The state of"
11,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said his agency is still reviewing the decision .""
Question: In the event ""said"", does the state of the participant ""Bangs"" change?
Answer: ",Yes,No,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said his agency is still reviewing the decision.""
Question: In the event ""said"", does the state of the participant ""Bangs"" change?
Answer: 

The state of the participant ""Bangs"" does not change.
The state of the participant ""Bangs"" does change.

A:

The state of the participant ""Bangs"" does not change.
"
12,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""He warned water levels could still rise .""
Question: In the event ""rise"", does the state of the participant ""levels"" change?
Answer: ",Yes,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""He warned water levels could still rise.""
Question: In the event ""rise"", does the state of the participant ""levels"" change?
Answer: 

The state of the participant ""levels"" is not changed.
The state of the participant ""levels"" is changed.

A:

The state of the participant ""levels"" is not changed.

The state of the participant """
13,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces .""
Question: In the event ""allow"", does the state of the participant ""military"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""All he had to do for a complete victory was allow the military to go into Laos and Cambodia and finish off the shattered Communist forces.""
Question: In the event ""allow"", does the state of the participant ""military"" change?
Answer: 

In the event ""allow"", does the state of the participant ""military"" change?

A:

The state of the participant is the state"
14,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""This BuzzMachine post argues that Google 's rush toward ubiquity might backfire -- which we 've all heard before , but it 's particularly well - put in this post .""
Question: In the event ""heard"", does the state of the participant ""we"" change?
Answer: ",other,No,"Answer this yes-no question about the following sentence.
Sentence: ""This BuzzMachine post argues that Google's rush toward ubiquity might backfire -- which we've all heard before, but it's particularly well - put in this post.""
Question: In the event ""heard"", does the state of the participant ""we"" change?
Answer: 

The state of the participant ""we"" is not changed.

A:

The state of"
15,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""My family and I thank you !!!!!!!!!!""
Question: In the event ""thank"", does the state of the participant ""you"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""My family and I thank you!!!!!!!!!!""
Question: In the event ""thank"", does the state of the participant ""you"" change?
Answer: 

My family and I thank you!!!!!!!!!

My family and I thank you!!!!!!!!!

My family and I thank you!!!!!!!!!

My family and I thank you!!!!!!!!!

My family and I"
16,gpt_neo_1.3b,change_of_state_1_prefix_0,"Answer this yes-no question about the following sentence.
Sentence: ""It was incorporated as a city on May 26 , 1955 .""
Question: In the event ""incorporated"", does the state of the participant ""It"" change?
Answer: ",other,Yes,"Answer this yes-no question about the following sentence.
Sentence: ""It was incorporated as a city on May 26, 1955.""
Question: In the event ""incorporated"", does the state of the participant ""It"" change?
Answer: 

It was incorporated as a city on May 26, 1955.
It was incorporated as a city on May 26, 1955.
It was incorporated as a city on May 26, 1955.

A:

The"
