,model,exp_type,prompt,pred,true,response
0,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Following on the heels of Ben 's annoucement yesterday , I thought I 'd post that I have joined Google as well .""
Question: In the event ""joined"", does the state of the participant ""Google"" change?
Answer: ",other,No,"(1) Yes, (2) No"
1,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""SCALIA filed a dissenting opinion , in which THOMAS and ALITO joined .""
Question: In the event ""joined"", does the state of the participant ""THOMAS"" change?
Answer: ",other,No,"(1) Yes, if ""joined"" is interpreted as ""joined in""."
2,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""n3td3v saw this story on BBC News Online and thought you should see it .""
Question: In the event ""saw"", does the state of the participant ""story"" change?
Answer: ",other,No,"(1) Yes, (2) No"
3,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Huge amounts of money , which could have solved many social problems in this dysfunctional part of the world , are channeled into three concentric spheres supporting death and murder .""
Question: In the event ""solved"", does the state of the participant ""amounts"" change?
Answer: ",other,No,"(1) Yes, (2) No"
4,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""The Texas Education Reform Caucus is made up of business leaders , educators , and elected officials dedicated to finding common sense approaches to improving education in Texas .""
Question: In the event ""improving"", does the state of the participant ""education"" change?
Answer: ",No,Yes,"(1) No, the state of ""education"" does not change"
5,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""And the President becomes a Dictator , unrestrained by anything in the Constitution , backed up by the Armed Forces , which would be entirely under his personal control .""
Question: In the event ""becomes"", does the state of the participant ""President"" change?
Answer: ",other,Yes,"(1) Yes, (2) No"
6,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Yes , there is a 100 year - old Israeli - Arab conflict , but it is not where the main show is .""
Question: In the event ""is"", does the state of the participant ""conflict"" change?
Answer: ",other,Yes,"(1) Yes, (2) No"
7,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Who knows how much they want me to pay to fix this thing .""
Question: In the event ""fix"", does the state of the participant ""thing"" change?
Answer: ",other,Yes,"(1) No, (2) Yes"
8,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""There is nothing wrong with a REAL negotiation , but nothing particularly helpful about generating one that s just for show .""
Question: In the event ""generating"", does the state of the participant ""one"" change?
Answer: ",other,Yes,"(1) Yes, (2) No"
9,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""My vet told me when a dog is vomiting a lot , it could be a sign of obstruction .""
Question: In the event ""told"", does the state of the participant ""vet"" change?
Answer: ",other,No,"(1) Yes, (2) No"
10,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""I believe he must have waited among the gorse bushes through which the path winds and struck him down as he passed .""
Question: In the event ""struck"", does the state of the participant ""him"" change?
Answer: ",other,Yes,"(1) Yes, (2) No"
11,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""Bangs said his agency is still reviewing the decision .""
Question: In the event ""said"", does the state of the participant ""Bangs"" change?
Answer: ",other,No,"(1) Yes, (2) No"
12,jurassic-jumbo,volition,"Answer this yes-no question about the following sentence.
Sentence: ""He warned water levels could still rise .""
Question: In the event ""rise"", does the state of the participant ""levels"" change?
Answer: ",other,Yes,"(1) Yes, (2) No"
